Correct Response,Rotation (deg),Reaction Time (ms),Word
1,180,377.50840000482276,0
0,60,396.8211999712512,2
0,60,336.69560000672936,1
0,60,443.51479998696595,2
1,60,424.60299998894334,0
1,-150,510.03619999065995,2
1,150,537.9846999971196,0
1,-90,719.8271000492387,2
1,120,474.00450001843274,0
1,-90,975.3792999512516,2
1,-120,576.3498999844305,2
1,-150,575.3620999716222,0
1,150,596.6805999600329,1
1,-60,513.0662000123411,0
0,0,717.7568000010215,1
0,0,474.64079997409135,2
0,0,729.8500000000931,1
1,0,1086.8204999682494,1
1,90,598.816299982369,2
1,180,990.5762000093237,1
1,-30,505.63639995781705,0
1,120,877.7344999802299,1
1,0,499.733500004746,0
1,-150,529.7687000096776,0
1,30,503.53869999200106,0
1,120,808.5165999913588,2
1,180,640.8921999940649,1
1,180,704.04189999355,2
1,120,499.35840000072494,0
1,-60,557.7605999973603,0
1,0,626.5805999832228,1
1,0,528.5674000009894,0
1,30,477.9296999881044,0
1,120,526.2224000147544,0
1,180,468.2065999917686,0
1,-90,591.7597000338137,1
1,30,466.5170999909751,1
1,-120,492.606999989599,0
1,-30,714.9236000226811,4
1,-30,440.34000002685934,4
1,-90,392.58350000856444,4
0,0,738.9196000262164,5
1,0,616.9774000267498,4
1,-120,665.00720003061,3
1,-60,531.2633999823593,3
1,-30,663.6631999830715,4
1,30,383.85099998814985,4
1,-120,434.6797000002116,4
0,-60,579.7564000207931,5
0,-60,677.3362000207417,4
1,-60,580.7046000231057,4
1,0,658.8829999640584,3
1,60,494.9601999800652,4
1,30,751.9016999835148,4
1,30,520.8822999815457,4
1,180,378.9645999753848,4
0,150,746.9856000356376,5
1,150,609.541499983985,3
1,-90,758.7427000366151,3
0,-60,541.2642999985255,5
1,-60,671.1570000010543,3
1,-60,679.0815000389703,5
1,-90,495.6069000149146,4
1,60,427.26309998799115,5
1,90,566.5296000046656,3
1,-60,1014.8909999956377,3
1,-150,891.0915999989957,4
1,90,775.5167999970727,5
1,60,702.8776000337675,3
1,-120,713.6400000276044,4
1,120,640.5758000295609,4
0,150,-109.0,3
1,150,560.2390000098385,4
0,150,889.5885000205599,4
1,150,399.93379998160526,4
1,180,856.393100050278,4
0,-120,777.6675000172108,5
1,-120,1162.8904999783263,3
1,90,756.2905999915674,7
1,-30,876.3205000399612,6
1,-150,395.3627000413835,6
0,90,588.5107999751344,8
1,90,620.5374000095762,7
1,-120,895.7922999947332,6
1,90,532.6226000292227,8
1,90,552.1722999950871,7
1,0,593.5591999990866,8
1,-90,781.8358000335284,6
1,-120,803.386299984064,6
1,120,500.29319995921105,7
1,180,507.6193999815732,7
0,0,345.41840001149103,6
1,0,410.3389999913052,8
1,60,340.5735000236891,6
1,150,340.65140003478155,8
1,-30,297.3812000094913,6
1,-150,324.7858999497257,8
1,60,547.5799999516457,7
1,-30,316.48819998046383,7
1,60,628.5520000350662,8
0,-30,699.0368000082672,6
1,-30,376.3039999725297,6
1,-60,507.3899999810383,7
1,-150,517.6347999917343,6
1,150,520.2912000208162,6
0,120,419.25540001504123,7
1,120,495.5540000195615,6
1,30,411.066799945198,7
0,150,590.9228000058793,7
1,150,377.5119999740273,7
1,90,359.2504999800585,7
1,60,369.85429998859763,7
0,-90,796.3066999767907,7
1,-90,321.6296999566257,7
0,30,384.82689996855333,6
1,30,406.7965000253171,6
1,-150,521.007800005842,8
