Correct Response,Rotation (deg),Reaction Time (ms),Word
1,-90,997.8880999227986,2
1,150,708.9822999518365,1
0,-30,596.0932000856847,1
1,-30,680.3121999222785,0
1,-120,607.4830999681726,1
1,-30,568.5486000115052,2
1,0,546.8148000622168,2
1,90,585.2683999659494,1
1,-150,707.9278999557719,0
1,-90,565.5618000859395,2
0,150,626.2570000803098,1
1,150,726.1652999408543,2
1,0,774.4787000669166,1
1,180,570.2350000469014,2
0,180,614.210500087589,0
0,180,657.9514999724925,0
1,180,861.1860999921337,0
1,60,733.1713000861928,2
1,90,612.8496000859886,2
1,150,824.677599998191,1
1,30,700.441399993375,0
1,-90,511.3131000511348,2
1,-60,986.0233999174088,1
1,-150,599.677199902013,2
1,-30,759.5184000059962,0
1,-150,572.476500001736,2
1,180,655.1538999741897,1
1,60,577.8427000008523,2
1,90,723.41629996337,2
1,30,698.6102000195533,4
1,-120,780.8075999459252,5
1,120,922.6214999184012,3
1,180,859.8213999615982,5
1,0,615.0708000026643,5
1,30,863.4883999442682,4
1,120,1149.2038999535143,4
1,-150,674.4360999986529,4
0,-60,919.9041000651196,3
1,-60,700.8305999301374,4
1,-120,1010.1788000287488,3
1,-90,840.4191999547184,4
1,120,962.4654000476003,5
1,-60,667.1923000216484,5
0,60,856.9187999786809,3
1,60,723.2497999761254,4
1,150,641.0538999447599,5
1,-60,803.0299000060186,5
0,90,865.3009000085294,4
0,90,743.7939000632614,5
1,90,756.7492999918759,4
1,30,680.7011999739334,4
1,90,947.1192999593914,4
1,-30,968.3833999410272,4
1,0,688.10820002947,5
1,60,658.7736999467015,4
1,-120,677.8335000239313,4
1,120,785.882500055246,3
0,-150,673.8914999263361,3
0,-150,994.438499965705,3
0,-150,-109.0,3
0,-150,-109.0,5
1,-150,700.5705000450835,4
