Correct Response,Rotation (deg),Reaction Time (ms),Word
1,-150,618.8500000247732,2
1,90,615.4059999939054,1
1,30,481.9684000071138,2
1,-120,759.2790000457317,1
1,-60,271.03200001548976,0
1,-90,458.7505999337882,0
0,-120,503.3499000677839,1
1,-120,596.3936999291182,1
1,90,561.496299979277,1
1,60,442.3739000307396,0
1,120,944.8942000130191,1
1,90,478.1006000088528,2
1,120,592.1964999837801,2
0,0,459.5655999695882,1
1,0,528.3784999595955,2
1,-60,589.4004999976605,2
1,30,296.30570002738386,0
1,-120,829.6088999453932,0
1,-90,996.3200999740511,1
1,0,496.9396000346169,1
1,-120,620.1894999798387,0
1,-30,737.2158999172971,1
1,0,485.43450008984655,2
1,30,562.8231999548152,2
1,180,693.1361000137404,1
1,60,429.18160004448146,0
1,-30,607.0851999651641,1
1,180,581.9967999672517,2
1,30,550.3822999857366,2
1,30,453.5484000192955,2
1,150,518.8916000155732,2
1,120,701.2625000756234,1
1,90,527.2597000552341,1
1,-150,448.1366000222042,1
1,180,915.0174001082778,5
1,-30,552.0223000170663,5
1,-30,507.7550999671221,5
1,-60,548.0711999665946,4
1,0,364.3637999743223,3
0,-60,622.9108999799937,4
1,-60,564.6461999826133,4
1,0,465.7041000286117,3
1,120,990.2172000696883,5
0,90,721.327200004831,5
1,90,587.4474000269547,3
1,-90,775.2503000050783,4
1,0,750.1788000194356,5
1,150,778.4050000449643,5
1,-30,551.4162999428809,3
1,-90,561.9743000101298,3
1,60,728.8442999674007,5
1,60,669.1052000354975,4
0,-90,-109.0,5
1,-90,550.3177999602631,4
1,-120,632.5371000533924,3
1,60,508.15910001657903,3
1,90,431.67010001745075,3
1,-150,453.7813999308273,3
1,150,750.1403999598697,5
1,180,608.0361999887973,3
1,-120,802.4186000078917,5
1,30,858.0365999918431,4
1,180,666.7272999733686,3
1,-150,457.3750000530854,3
1,150,904.8650999870151,5
1,120,886.9583000745624,5
1,180,659.9664999488741,4
0,0,653.6839999575168,5
0,0,719.732299967669,4
1,0,533.3622999573126,4
1,150,489.7468999810517,4
1,-120,565.0688999416307,8
1,-150,500.06369995791465,7
1,-30,672.5609000390396,8
1,-60,407.35890000034124,8
1,-90,433.45019995141774,7
1,-30,302.4352000178769,6
1,120,616.3647999605164,8
1,-30,366.4269999684766,7
0,60,656.0171000277624,6
1,60,581.4952999902889,6
1,150,502.95220006629825,6
1,60,459.0346000008285,8
0,180,690.1118000354618,7
1,180,544.135999920778,7
1,-120,605.2850999953225,7
1,150,425.2850999440998,7
1,-150,449.35020006634295,7
1,-60,482.22170007321984,6
0,30,491.0608999747783,6
1,30,632.5989000583068,7
1,90,381.62870000489056,8
1,90,395.64639998972416,8
1,150,539.6020999727771,8
1,-60,757.6312000714242,7
1,-90,449.2728999434039,8
1,-150,336.117799914442,7
1,30,660.6682000532746,7
1,120,508.47629998717457,6
1,-60,450.05660009011626,7
0,0,426.6253000209108,6
1,0,578.9664999432862,6
1,-150,577.6399999707937,7
1,180,767.3862000778317,6
1,-90,488.7341999532655,8
0,120,725.2607000377029,7
1,120,516.2360000507906,8
1,60,446.47309992834926,8
