Correct Response,Height,RT,Face
1,8,519.6045999731869,0
1,4,583.9247000371106,1
1,8,531.0854999665171,1
1,5.66,464.61560000572354,0
1,1.41,542.6596000292338,1
1,1.41,568.7564999647439,2
1,1,432.5830999845639,1
1,4,532.0418999730609,1
1,11.31,599.7814999977127,1
1,2.83,539.5651999828406,0
1,2.83,515.6020000544377,2
1,28,522.0984999872744,0
1,28,415.06709996284917,1
1,21.17,465.15770000079647,1
1,2,469.29139998648316,1
1,1,553.9691999987699,1
1,4,589.283799982164,1
0,2.83,514.3832000289112,0
1,2.83,342.8957000109367,0
1,2,551.34350002883,2
0,5.66,391.2521999995224,0
1,5.66,521.4343999945559,1
1,11.31,541.667300040368,0
1,11.31,398.84330000169575,0
1,16,564.7431999645196,2
0,2.83,514.4426000155509,0
1,2.83,577.2806999706663,1
1,2,518.276899991557,2
1,5.66,456.93229999998584,0
1,2,550.1249000048265,1
1,5.66,448.3071000399068,2
1,1.41,531.5188000062481,1
0,4,370.52579997945577,2
1,4,539.82599998964,2
1,21.17,513.4630999495275,0
1,1,727.2791999825276,1
1,16,447.66229996131733,4
1,11.31,509.78899997100234,5
1,8,431.8651999896392,3
1,8,430.3904999946244,4
1,21.17,685.4684000103734,4
1,28,459.4832999831997,4
1,8,563.021699952893,4
1,8,382.62789998808876,4
1,21.17,483.6603999687359,3
1,11.31,468.3728999774903,4
1,5.66,343.8823000146076,5
1,5.66,471.5953999515623,3
1,28,498.093199971132,5
1,1.41,469.86160002090037,5
0,28,392.01109995739534,5
1,28,445.40840002847835,3
1,16,509.3473999844864,4
1,16,512.0200000205077,4
1,28,459.872099975124,4
1,28,511.14460004866123,3
1,21.17,492.8811999820173,4
1,16,408.3011000151746,4
1,2.83,537.9730999669991,3
1,5.66,313.62359999585897,3
0,2.83,510.0146000008099,4
1,2.83,370.1512999800034,5
1,1,570.4638999854214,3
1,1,396.4768000263721,3
1,2,458.9319999762811,5
1,4,473.6548999757506,3
1,28,539.5019000247121,3
1,4,523.0640000049025,4
1,1,992.6004999983124,4
1,21.17,466.427400006447,4
