CorrectResponse,Size_Rotation_deg_deg_,ReactionTime_ms_,Target
1,8,479.803399994504,1
1,8,587.484699961729,0
1,8,537.632500051055,2
0,4,496.235800030641,2
1,4,361.299699984025,1
1,16,522.10580004286,3
1,16,572.967900018208,5
1,16,555.731499971822,5
1,16,456.338199958205,3
1,16,676.448000009637,4
1,16,676.439900006168,3
1,4,528.480900040828,5
1,4,487.684199990705,5
1,4,432.20989999501,6
1,4,517.692900026683,6
0,8,568.204100007657,8
1,8,767.750700001139,8
0,4,627.940199974924,6
1,4,558.950800037943,7
1,8,492.967499998864,8
