CorrectResponse,Height_Rotation,RT,Face
1,4,460.978200015612,1
1,16,459.221899913624,2
1,8,581.71370002348,2
0,4,618.117600035854,5
1,4,932.515199933201,5
1,4,674.762900042348,3
1,8,656.268699964508,3
1,16,799.266299986281,4
1,8,504.762900000438,4
1,16,639.722600052133,3
0,8,701.635800007731,5
1,8,1123.15509997681,5
1,16,820.751800023951,8
1,4,854.415800011717,8
1,4,555.741699933074,8
1,8,643.230999991298,6
1,16,693.646499942057,6
