CorrectResponse,Height_Rotation,RT,Face
1,8,430.949200116098,1
0,16,572.787400040776,0
1,16,451.536799952388,1
1,8,486.256000058725,1
1,4,606.353899868205,2
1,4,487.121300011873,1
1,16,595.892500070855,0
1,4,503.120399950072,4
1,8,545.991700081155,5
1,8,723.05770002678,6
1,16,580.236600184813,6
1,16,508.853800067678,7
1,4,429.806400028989,7
1,4,609.358299927786,8
1,16,452.789899831638,7
1,8,477.791499983519,7
