CorrectResponse,Height_Rotation,RT,Face
1,-120,493.060999954119,2
1,120,568.702900022268,2
1,-180,618.833900018595,2
1,-90,539.095900076441,2
1,-30,713.56610004697,1
1,0,733.84000005573,0
1,-90,852.850399966352,0
1,0,655.063899987377,1
1,-120,864.282099934295,1
1,-180,618.987800026312,2
1,30,629.090500002727,1
1,0,647.284300005063,0
1,-180,648.969400030561,0
1,-120,488.989400033839,0
1,60,953.184600043111,0
1,0,653.23609992303,1
1,0,593.196200028993,0
1,180,673.876600045711,2
1,-30,505.73729996942,2
0,60,462.853599976748,1
1,60,521.53919991944,0
1,150,590.819499976002,1
1,30,497.368899927475,3
1,-90,518.225600066595,5
1,150,614.294499912299,3
1,120,490.83750001993,5
1,-60,618.657400071621,3
1,30,696.751799955033,4
1,120,393.13719997555,5
1,-150,644.12909996137,3
1,-30,640.812999973074,5
1,30,635.352200068533,5
1,90,827.299800057895,4
1,-180,853.408899911679,4
1,-120,797.46279999055,4
1,0,529.434899970889,4
1,150,931.384299936704,4
1,180,601.90089995414,5
1,150,666.480100070126,4
0,120,873.072099926881,5
1,120,685.495000038296,5
0,-150,982.778000001796,3
1,-150,417.259499951266,3
1,-90,1093.11680000648,3
1,0,523.330199936405,3
1,90,504.37369994726,3
1,-150,703.50659993384,4
1,180,556.826600044966,6
1,60,534.279700074345,7
1,0,500.813299961388,6
1,-150,524.045900030993,7
1,-120,460.522199919447,8
1,90,540.849700042978,7
1,120,538.063699900173,7
1,-60,486.124199986458,8
1,60,895.768999991938,6
1,60,679.964499952272,6
1,30,553.548499996774,8
1,0,453.802200089209,6
1,90,478.097499985248,6
1,-60,520.278199980035,8
1,90,556.911799995229,6
1,180,598.75830000639,7
1,0,850.741599974222,7
1,-60,581.723999985494,6
1,-180,643.789499936625,6
0,-150,867.419600076042,7
1,-150,684.335700058378,6
1,150,516.019200029783,6
1,-60,454.52959992364,6
1,180,604.535699993372,7
1,-90,527.966500082053,7
1,-30,583.217099945992,7
1,-30,346.896300030872,8
