CorrectResponse,Height_Rotation,RT,Face
1,90,584.822800181806,1
1,180,570.770599817857,2
1,30,469.74309993349,1
1,0,654.842400163412,0
0,-120,572.787400040776,0
1,-120,451.536799952388,1
1,180,523.080799899995,0
1,0,464.3127000276,1
1,60,663.01860002242,0
1,120,634.649200070649,0
1,-120,595.892500070855,0
1,-60,602.676900042221,2
1,120,512.870799921453,1
1,120,620.987799888477,2
1,-180,581.828300081193,2
1,60,568.327500190586,2
1,-150,477.673300014809,2
1,30,670.076799983159,0
1,150,559.34169998765,2
1,0,610.768900191411,2
1,-30,746.351299978793,0
1,-150,501.129400156438,1
1,60,521.45629998669,1
1,-30,530.474299969152,2
1,-150,525.238900151104,0
1,90,436.49410007894,1
1,150,615.897699896246,4
1,-60,501.923599917442,4
1,180,543.510500047356,5
1,90,616.6950000301,3
1,-90,564.426999943331,5
1,-30,545.499999945983,5
1,0,497.063999934122,3
1,30,521.509999813512,3
1,-180,515.576799804345,3
1,0,536.842999918386,3
1,0,563.146099852398,5
1,-30,466.524399988353,4
1,180,559.862299993634,4
1,30,452.652099946514,4
1,-180,433.999299941584,4
0,-90,553.048799917102,5
1,-90,565.661500146613,3
1,0,559.540999991819,3
1,-90,576.052999993786,3
1,120,627.222899984568,5
1,-150,509.386900052428,4
1,-60,543.667300077155,3
1,-60,575.410500107333,5
1,-60,513.627699980512,3
1,-180,790.812599876896,5
1,-90,554.07789995335,3
1,180,556.111999958754,8
1,0,506.53950002417,7
1,-120,580.236600184813,6
1,90,568.225399995223,8
1,-30,537.159300114959,6
1,0,436.607300009578,7
1,-90,469.813100000843,7
1,-150,528.021699920297,8
1,-120,508.853800067678,7
1,0,493.379499934614,8
1,-180,490.7500999365,7
1,30,534.111400073394,6
1,150,451.118699911982,6
1,90,559.621100019664,8
1,-120,452.789899831638,7
1,150,546.403099954128,8
1,60,608.018499970436,6
1,60,526.434899944812,8
1,120,445.419700056314,8
1,150,479.649000041187,7
