CorrectResponse,Size_Rotation_deg_deg_,ReactionTime_ms_,Target
1,-150,613.299299999577,2
1,90,552.247299998649,2
1,180,766.742600001104,0
1,0,715.928299998646,1
1,-30,679.470999999845,0
1,-180,574.656499999415,2
1,30,418.167599999302,2
1,150,575.253500001432,1
1,30,606.611600000557,0
1,-90,629.640300000043,0
1,-90,831.827299999,2
0,-150,636.758600000045,0
1,-150,1046.22360000068,0
1,-30,603.714199999027,0
0,120,1100.4476000002,0
1,120,495.330400001345,0
1,0,460.713599999886,0
1,150,666.464700000157,1
1,120,602.932000000161,2
1,0,595.560700000002,0
1,150,767.2614999996,0
1,90,655.535799999067,2
1,-180,517.990799999476,2
1,180,633.739100000108,1
1,-150,474.359300000666,1
1,90,574.886400000119,5
1,180,620.891699998916,3
1,-30,544.309699999227,4
1,0,563.171700000035,4
1,120,618.827300001081,5
1,180,500.496700000818,3
1,90,525.017799999128,3
1,-60,489.906400000487,5
1,0,622.900900000255,3
1,60,493.628600001481,4
1,-90,542.772999999594,5
1,120,478.115199999971,5
1,180,534.405200000416,3
1,150,502.416700001428,4
1,0,463.531699999672,5
1,0,441.523699999758,3
1,-120,369.085000000647,5
1,90,534.361099999311,4
1,-30,542.45179999854,3
1,60,498.664199998908,4
1,-60,537.041899999545,3
1,-120,480.03570000075,7
1,-180,514.064299999896,8
1,0,554.519199999428,6
1,-150,538.81050000056,8
0,0,499.390800000052,7
1,0,507.567600000053,8
1,0,835.944999999279,6
1,-30,463.083899998688,6
1,-90,471.968799999027,8
1,60,480.56439999929,6
1,-120,486.224400000006,7
1,-150,522.095700000515,7
1,120,598.508999999845,8
1,-180,932.04980000011,6
1,-60,405.542199998687,7
0,-90,390.7115999995,6
1,-90,419.503300000011,8
1,-120,514.421899999812,6
1,60,545.276100000061,8
1,-120,586.775199999844,8
1,150,400.163000000626,7
1,90,570.115799999636,6
1,150,546.781999999817,7
1,60,437.534700000848,6
1,-60,425.143999999287,6
1,0,473.957399999941,8
1,-180,488.910000000411,6
1,30,573.435999999143,8
1,30,481.804399998888,8
1,-60,584.164300000717,7
1,-180,568.257400000599,8
1,30,476.607099999834,8
