CorrectResponse,Height_Rotation,RT,Face
1,30,602.5102999378,0
1,90,555.587700041011,2
1,0,518.594500081614,0
1,-120,430.949200116098,1
1,-180,556.763299912214,2
1,30,435.652799842879,1
1,-90,465.445300037041,1
1,150,595.602000070736,2
1,-90,559.761099921539,1
1,-120,486.256000058725,1
1,150,650.258799953386,0
1,-150,463.766799945384,1
1,30,470.30690003559,0
1,60,469.811400104314,0
1,0,567.637600176036,2
1,180,522.873500067741,1
1,-180,584.320899968967,0
1,180,501.932599985972,1
1,-180,572.498299818486,0
1,60,719.377499943599,0
1,-30,535.231599988416,5
1,0,501.141600016505,3
1,120,567.068499917164,5
1,150,550.060699865222,5
1,-30,491.188500015065,4
1,-180,593.783400192857,3
1,-90,641.172400148585,3
1,-30,477.304500000551,4
1,-30,452.335399979725,4
1,120,631.572500042617,3
1,60,586.159700000659,5
1,90,569.575299913064,3
1,-150,618.038800017908,4
1,-120,545.991700081155,5
1,-60,486.606400165707,4
1,90,566.085300114006,5
1,-60,564.26349997893,3
1,120,584.451400147751,3
1,-60,574.845000108704,5
1,60,569.905700100586,4
1,-60,529.558600097895,4
1,-90,542.010800153017,4
1,90,571.349699920043,3
1,0,508.366899969056,4
1,0,424.792000031099,3
1,0,473.047600066289,4
1,-120,723.05770002678,6
1,-30,532.104999929667,7
1,30,525.444199968129,6
1,-150,527.466900119558,8
1,-180,521.699699977413,8
1,60,600.236199967563,6
1,0,479.547599967569,6
1,-90,502.955500207841,7
1,0,514.932600021362,6
1,30,459.258600076661,7
1,150,491.011699832976,6
1,-120,477.791499983519,7
1,120,464.351799976081,7
1,120,406.046899905428,8
1,150,741.112299900502,8
1,90,460.062000140548,8
1,0,524.664400083944,8
1,-150,564.518300056458,8
1,-60,533.410299973562,6
1,0,454.167799962685,7
1,180,589.732200078666,8
1,-150,508.405400145799,6
1,180,435.060599990189,7
1,180,534.73919996433,6
