CorrectResponse,Size_Rotation_deg_deg_,ReactionTime_ms_,Target
1,-90,713.730015000538,0
1,150,570.458500000159,2
1,120,549.792764000659,2
1,60,725.364260999259,1
1,0,528.53893999948,2
1,30,593.514173999056,1
1,150,594.10010199993,2
1,120,677.824079000702,1
1,90,503.546375000797,2
0,120,791.672426999712,2
1,120,739.687764000182,0
1,-180,460.443043000696,1
1,-30,633.284547000431,2
1,90,620.005339000118,2
1,-30,615.663734000764,2
1,-150,679.445228000832,0
1,60,518.863824999999,2
1,-60,701.255474999771,1
1,0,359.217420000123,1
1,-180,702.983439999871,0
1,-120,615.560354999462,0
1,180,620.157016999501,2
1,-60,672.202390998637,0
1,-30,652.077089000004,3
1,150,630.168003000863,4
1,60,678.81971900154,3
1,0,584.487363999715,4
1,0,545.613792999421,5
1,-120,443.505592000138,3
1,90,858.155323999954,5
1,-120,898.826536000188,4
1,0,609.487061999817,3
1,30,717.937462999389,4
1,-90,658.080320999789,3
1,0,628.348860000033,4
1,-90,896.622430000053,4
1,120,597.701253000041,4
1,0,775.449329999747,4
1,-150,800.258602999593,3
1,-90,733.868768000166,3
1,-180,737.099010000593,5
1,180,690.918971000274,4
1,-60,601.514449999586,4
1,-60,765.846653999534,4
1,-60,639.644974998946,4
1,-90,623.035699998427,4
1,30,704.396564000336,5
1,120,753.524358998975,8
1,-60,660.78262200047,8
1,150,649.160269998747,7
1,180,989.032381999851,7
1,30,925.657809000614,8
1,150,668.003391001394,8
1,-120,705.07775500103,8
1,-120,711.735763999814,7
1,60,566.98555399983,6
1,60,697.497379998668,8
0,120,848.659641000113,8
1,120,817.664411999276,8
1,0,588.342498000048,7
1,-30,685.595748000042,7
1,-120,668.282655000285,6
1,90,794.094304999663,7
1,-150,537.294397999931,6
1,0,589.675369999741,6
1,180,1015.83852999996,6
0,180,871.861118000952,6
1,180,861.0771689999,8
1,0,644.606587000299,7
1,-150,753.22324400061,8
1,150,739.535311000355,6
1,-30,522.611407000868,6
0,90,1059.75014300005,6
1,90,547.87233200098,7
1,60,660.554908001205,7
1,-180,911.249800999786,8
1,-180,566.928426000077,8
1,-150,704.575875999426,7
1,30,574.189490000054,8
