CorrectResponse,Size_Rotation_deg_deg_,ReactionTime_ms_,Target
1,-60,558.3505,2
1,-90,608.2093,2
1,0,481.7684,1
1,-150,730.1728,1
1,-120,527.8026,1
1,30,489.1594,2
1,-180,607.7564,2
1,150,603.6932,2
1,-180,345.7168999,2
0,60,593.0016999,0
1,60,588.2054,1
1,-150,604.3769001,0
1,0,579.414,0
0,90,663.5418999,0
1,90,597.401,2
1,30,494.606,0
0,180,538.7962,2
1,180,554.4228,1
1,60,583.7871,2
1,0,539.3765,0
1,90,586.373,1
1,-30,500.7286,1
1,-60,553.9934,1
1,-120,528.2189,0
1,0,550.0436,1
1,-90,573.4891,1
1,30,449.5020999,1
1,150,532.0446999,1
1,90,606.2371,2
1,-180,686.5611,4
1,180,555.4883,4
1,120,663.4243001,4
1,-30,729.2622,4
1,120,567.3803,5
1,60,577.3472,5
1,90,458.5014,3
0,180,600.1100001,4
1,180,548.1992,5
1,180,707.84,5
1,-120,694.5375,1
1,90,641.1827,2
1,30,499.9275,2
1,-120,602.8272,0
1,150,640.2355,2
1,120,593.0806,2
0,-150,808.6128,2
1,-150,613.7142,0
1,-90,691.4835,1
0,-30,952.8178,2
0,-30,1125.281,2
1,-30,842.3147,0
1,30,593.3622,1
1,120,668.9417,0
1,150,531.3814,1
1,0,487.1512,1
1,-120,512.4513,1
1,0,590.021,0
1,-180,603.7615,0
0,0,498.9149,0
1,0,578.91,2
1,60,591.8762,2
1,-90,542.2555,2
1,150,647.9725,1
1,30,549.9615,0
1,30,818.4145,0
1,180,692.4718,0
1,0,496.1655,1
0,-180,594.3313,2
1,-180,500.1043,1
1,-30,530.6533001,2
1,-30,608.1627,0
1,60,514.3055,1
1,-150,579.2787,1
1,-90,610.4505,3
1,-150,590.3065,4
0,-90,937.6892,5
1,-90,621.5039,4
1,0,502.9805,4
1,0,546.17,5
1,-120,559.8531,3
1,90,608.1729,3
1,-60,661.8586,5
1,-180,723.8458,4
1,-120,565.5907,3
0,-120,861.9042,5
1,-120,540.2232,3
1,-180,541.0293,4
1,-180,570.1652,4
1,180,622.7591,5
1,120,693.9126,5
1,0,514.014,3
1,120,598.6392,5
0,60,1024.1183,3
1,60,629.3928,3
1,0,676.0287,5
1,120,743.8941,4
1,180,712.1558,4
1,-150,734.0703999,3
1,-60,628.7321,4
1,-180,649.1363,4
1,60,760.5203,6
1,-150,577.4227,7
0,120,662.7687,6
1,120,293.8865,7
1,0,657.1892,8
1,-30,716.4096,6
1,0,601.5693,6
1,90,493.9278,7
1,150,657.2573,6
1,90,683.4703,8
1,-60,579.1574,8
1,-60,695.1523,6
0,0,826.1012,8
0,0,661.6218,6
1,0,657.0907,6
0,-90,678.7612,8
1,-90,788.7974,6
1,-30,633.5624,8
1,-30,601.8078,8
1,30,641.2767,6
1,180,524.8804,7
1,90,608.4618,6
0,-60,629.9665,6
1,-60,1008.1901,6
1,60,596.5879,7
1,180,542.1818,7
1,150,499.7757,7
