CorrectResponse,Size_Rotation_deg_deg_,ReactionTime_ms_,Target
1,0,524.149199999906,2
1,180,884.536599996304,2
1,-150,646.320799999908,2
1,180,550.525299995011,2
1,150,549.14650000263,0
1,180,650.18570000519,0
1,90,689.173999993168,1
1,60,602.716999995559,1
1,-150,718.183700018367,2
1,120,784.171999979103,2
1,-60,538.89769999058,0
1,120,536.1566999867,0
1,120,553.687899978636,0
1,90,605.478199978629,2
1,150,604.59749999553,2
1,0,591.190100001209,2
1,-60,552.942200004859,0
1,90,423.574499983611,1
1,-90,608.208499988345,2
1,-180,654.77699998281,1
1,0,461.300000018477,2
1,150,599.797600001134,2
1,0,485.794600005997,0
1,-120,613.685299985614,2
1,30,539.661300013345,2
1,120,716.949599992754,0
1,120,505.574200005308,0
1,-90,502.907500014212,1
1,90,490.766900003459,0
1,-30,394.116399978325,2
1,60,574.432799994051,4
1,30,387.371000012886,5
1,0,578.23730000508,3
1,60,507.860400009472,5
1,60,573.480399988862,5
1,-60,600.319399987152,4
1,-180,658.692899998082,5
1,150,587.649899994526,3
1,60,697.960799990492,3
1,-120,565.647300006626,4
1,-120,519.969800015483,5
1,180,583.436100010099,3
1,180,843.327600008147,4
1,-180,608.951900002817,4
1,0,476.821400015419,4
1,90,592.206700000484,4
1,-150,599.037700006543,4
1,30,428.606700000623,3
1,180,557.549299986372,3
1,-120,758.979900006475,4
1,-30,518.287499982202,3
1,-60,681.468899996057,5
1,-120,541.177899978161,5
1,0,698.613100009775,5
1,-150,522.482299996577,3
1,-180,508.879299997156,5
1,-30,631.270099978233,4
1,30,537.829299975224,6
1,-150,489.482300000768,7
1,-180,929.217499994943,7
1,30,506.030600017207,7
1,-60,425.879100011466,7
1,-30,457.420099986289,6
1,150,660.002299985886,8
1,150,608.624000008954,8
1,0,515.502699994054,6
1,-90,476.237000018395,6
1,-150,557.574699976053,8
1,-30,570.089599984735,8
1,-30,478.16170000568,8
1,-120,537.526499997862,7
1,-180,540.567600016752,6
1,-90,481.674799980633,7
1,0,527.369000011627,8
1,-90,445.094400021285,7
1,0,427.959299989548,7
