CorrectResponse,Size_Rotation_deg_deg_,ReactionTime_ms_,Target
1,0,434.314200011082,2
1,-120,479.803399994504,1
1,-120,587.484699961729,0
0,-150,776.806799982674,0
1,-150,572.077899993397,1
1,-60,479.770000031218,0
1,60,484.528800003696,1
1,-30,432.854000010062,1
1,-120,537.632500051055,2
1,-30,534.093799997587,0
1,120,549.41619996354,1
0,-150,579.140999991447,0
0,-150,290.402199953329,0
0,-150,837.513399947435,0
1,-150,593.199899998959,1
1,-60,526.817500005942,0
1,30,474.212099969387,0
1,180,464.011600004975,1
1,90,713.731300024316,0
1,120,564.356599989347,2
1,-90,791.022300018463,2
1,-90,769.732700017281,0
1,0,546.001999984961,2
1,90,543.796399954241,1
1,30,472.289599998854,2
1,120,647.479599978775,0
1,-30,441.537800008897,0
0,180,497.995200039819,0
1,180,453.652399996296,2
1,0,468.519899990875,2
1,90,509.129200011026,0
1,30,503.838400003966,1
1,90,455.823599997908,0
1,30,451.663099982776,4
1,90,415.439500004519,5
1,150,543.238700015005,3
0,150,466.941100018099,4
0,150,368.248599985614,3
1,150,602.311999999452,3
1,180,491.586300017312,4
1,150,876.310999967624,4
0,-60,640.464599997737,4
1,-60,487.908200008329,3
1,-90,512.947599982377,3
1,-150,517.220600039233,3
1,-150,525.083800017834,4
1,-90,511.72960002115,4
1,-60,441.73319998337,4
1,0,393.595799975097,5
1,-180,444.579600004014,4
1,0,316.200899946503,4
1,0,443.073400001973,5
1,120,279.830000010785,4
1,0,470.777600010857,3
1,60,414.253799998201,5
0,-90,525.597400028724,6
1,-90,432.051299951505,6
1,-30,473.265799981542,7
0,30,602.961599998176,7
0,30,553.887599959504,8
1,30,532.259299998637,8
1,-180,783.249600030482,8
1,120,631.264600026421,8
1,-180,532.866099962499,8
1,-90,493.679000003263,6
1,0,439.457099997904,7
1,60,520.323500033934,6
0,-120,568.204100007657,8
1,-120,767.750700001139,8
1,150,620.066999978386,7
1,-30,502.210500006564,7
1,-180,503.746600003447,6
1,150,504.15409996314,8
1,-150,616.223699992057,6
1,0,499.96350000985,7
1,0,394.281300014351,7
0,180,398.8389000264,6
0,180,499.534700004384,8
1,180,625.939000045415,6
1,60,447.3951000222,8
1,0,494.292900021188,6
1,-120,492.967499998864,8
1,-180,574.534700016025,8
1,90,571.410300032236,7
1,-60,498.574799971189,7
1,150,500.183599997777,6
0,180,566.685499969404,8
0,180,544.468100004829,6
1,180,835.074500002898,6
0,180,706.134699980263,8
1,180,544.724499978125,7
1,-60,574.130199962761,6
1,60,572.429799995385,8
