Correct Response,Height/Rotation,RT,Face
1,"(8, 90)",567.3725000200793,3
1,"(8, 120)",531.1015999726951,5
1,"(8, -60)",980.809599914588,3
1,"(16, -90)",518.2256000665948,5
1,"(16, 150)",614.2944999122992,3
1,"(4, 150)",613.8713999502361,4
1,"(8, 30)",549.2632000790909,3
0,"(8, -150)",671.5382000515237,4
1,"(8, -150)",582.9350000098348,3
1,"(4, -90)",779.5444999905303,3
1,"(16, 120)",490.8375000199303,5
1,"(8, -120)",1139.1056000106037,3
0,"(4, 180)",678.629299913533,4
1,"(4, 180)",408.40119990427047,4
1,"(4, 90)",646.1632999675348,4
1,"(8, -120)",528.2453999938443,4
1,"(16, -60)",618.6574000716209,3
1,"(16, 30)",696.7517999550328,4
1,"(4, -180)",592.8056999659166,4
1,"(16, 120)",393.1371999755502,5
1,"(8, 150)",639.540100059472,3
1,"(4, -180)",844.5964999813586,3
1,"(4, 60)",571.009700008668,5
1,"(8, -150)",564.0078000109643,5
1,"(4, -120)",569.897500038147,5
1,"(16, -150)",644.1290999613702,3
1,"(8, -150)",826.6886999448761,5
1,"(8, -60)",748.5292000314221,4
1,"(4, 0)",813.9794000275433,3
1,"(4, -30)",1013.6056000450626,5
1,"(16, -30)",640.8129999730736,5
1,"(8, 30)",1169.7088999757543,4
1,"(4, -180)",722.6941000521183,3
1,"(16, 30)",635.3522000685334,5
1,"(8, 90)",719.7914000684395,4
1,"(16, 90)",827.2998000578955,4
1,"(8, 180)",537.9456000486389,3
1,"(16, -180)",853.4088999116793,4
0,"(4, -120)",588.1217999234796,4
1,"(4, -120)",644.4160000504926,3
1,"(16, -120)",797.4627999905497,4
1,"(8, 150)",711.7921999273822,5
1,"(16, 0)",529.4348999708891,4
1,"(4, 0)",506.39350007660687,3
1,"(4, -60)",497.0983999632299,3
1,"(4, -30)",580.8216999834403,5
1,"(16, 150)",931.3842999367043,4
1,"(8, 120)",554.8020999962464,5
1,"(16, 180)",601.9008999541402,5
1,"(16, 150)",666.4801000701264,4
0,"(16, 120)",873.0720999268815,5
1,"(16, 120)",685.495000038296,5
1,"(8, -120)",620.6498999930918,4
0,"(4, 180)",1100.7885999828577,4
1,"(4, 180)",579.5499999625608,3
1,"(4, -90)",853.9377000965178,3
1,"(4, 120)",600.1011999873444,5
1,"(4, -90)",844.7476999685168,4
1,"(4, 90)",626.9453000826761,5
1,"(4, -90)",765.3288000114262,5
0,"(16, -150)",982.7780000017956,3
1,"(16, -150)",417.25949995126575,3
1,"(8, 60)",520.824599949643,5
1,"(16, -90)",1093.116800006479,3
1,"(8, 180)",527.147000011988,3
1,"(16, 0)",523.3301999364048,3
1,"(16, 90)",504.3736999472603,3
1,"(8, -120)",508.6117999712005,5
1,"(8, 0)",1076.0145999342203,3
1,"(8, -30)",536.4270000103861,3
1,"(4, -120)",725.6748000476509,3
1,"(4, 60)",913.9263000655919,4
1,"(16, -150)",703.5065999338403,4
1,"(8, 60)",536.7480000099167,5
1,"(4, 0)",577.1461999360472,3
1,"(4, -120)",470.16630001273006,8
1,"(8, -60)",556.0264000054449,6
1,"(16, 180)",556.8266000449657,6
1,"(16, 60)",534.2797000743449,7
1,"(16, 0)",500.8132999613881,6
1,"(8, -90)",572.9255000445992,6
1,"(16, -150)",524.0459000309929,7
1,"(16, -120)",460.5221999194473,8
1,"(16, 90)",540.8497000429779,7
1,"(16, 120)",538.0636999001727,7
1,"(4, -60)",525.7232999978587,6
1,"(8, -90)",595.890999943018,8
1,"(8, 0)",499.6747000226751,7
1,"(4, 30)",823.3416999541223,8
1,"(16, -60)",486.1241999864578,8
0,"(4, 120)",778.6957000466064,7
1,"(4, 120)",595.5871999580413,7
1,"(4, 0)",536.2175999293104,6
1,"(16, 60)",895.7689999919385,6
1,"(4, 90)",602.5385999204591,7
1,"(16, 60)",679.9644999522716,6
1,"(16, 30)",553.5484999967739,8
1,"(16, 0)",453.8022000892088,6
1,"(8, 120)",548.5358000118285,6
1,"(8, -90)",441.12829997576773,6
1,"(16, 90)",478.09749998524785,6
1,"(16, -60)",520.2781999800354,8
1,"(4, -150)",516.5326000973582,8
1,"(8, 60)",662.9497000798583,6
1,"(4, 180)",645.1840999620035,7
1,"(4, 150)",583.283199983649,6
1,"(8, -30)",503.41229996085167,7
1,"(8, 150)",616.4071000497788,6
1,"(8, 30)",480.7200000472367,7
1,"(8, 0)",501.2966999169439,8
1,"(4, -180)",475.0650999452919,8
1,"(4, -60)",530.6474000066519,6
1,"(4, -150)",549.4308999590576,8
1,"(8, 60)",416.68680001422763,8
1,"(8, 180)",564.1860999716446,6
1,"(16, 90)",556.9117999952286,6
1,"(16, 180)",598.7583000063896,7
1,"(16, 0)",850.7415999742225,7
1,"(8, 120)",768.3910000454634,7
1,"(8, 90)",675.093499998562,6
1,"(16, -60)",581.7239999854937,6
1,"(8, -60)",452.13369995728135,6
1,"(8, -180)",618.9455000534654,6
1,"(16, -180)",643.7894999366254,6
0,"(16, -150)",867.4196000760421,7
1,"(16, -150)",684.3357000583783,6
1,"(8, -180)",477.8024999508634,8
1,"(4, -150)",546.8820999925956,7
1,"(4, 0)",494.29550004098564,8
1,"(8, 180)",792.8997999373823,7
1,"(4, 30)",581.0787999620661,7
1,"(4, -90)",614.5873000463471,8
1,"(8, -180)",660.154499983415,7
1,"(8, 0)",470.99950007069856,6
1,"(8, 0)",416.7943000178784,6
1,"(4, 120)",566.4572000354528,6
1,"(4, 90)",493.0611000712961,8
1,"(8, -30)",1038.716399980709,6
1,"(8, 30)",566.540899974294,6
1,"(8, 0)",504.0729999858886,7
1,"(4, 60)",545.0792000014335,7
1,"(16, 150)",516.019200029783,6
1,"(16, -60)",454.5295999236405,6
1,"(16, 180)",604.535699993372,7
1,"(16, -90)",527.9665000820532,7
1,"(16, -30)",583.2170999459922,7
1,"(16, -30)",346.8963000308722,8
