Correct Response,Height/Rotation,RT,Face
0,"(8, -180)",582.3493999745697,2
1,"(8, -180)",801.990500007756,1
1,"(4, -60)",506.55839993525296,0
1,"(8, 120)",640.6192998951301,1
1,"(4, 60)",725.569500060752,1
1,"(8, -30)",812.4115999639034,0
1,"(8, 180)",679.7631000485271,1
1,"(16, -120)",493.0609999541193,2
1,"(8, 150)",470.16079997085035,2
1,"(8, -30)",531.1640999829397,0
1,"(16, 120)",568.7029000222683,2
1,"(4, 90)",778.9181999946013,1
1,"(16, -180)",618.8339000185952,2
1,"(16, -90)",539.0959000764415,2
1,"(4, 30)",525.1635000426322,0
1,"(8, 0)",615.8828000156209,1
0,"(8, 0)",-109.0,1
1,"(8, 0)",556.8620999660343,1
1,"(4, 150)",595.3776999926195,2
1,"(16, -30)",713.56610004697,1
1,"(16, 0)",733.8400000557303,0
1,"(4, 30)",573.5632000109181,1
1,"(8, -60)",702.3674999913201,0
1,"(4, 0)",550.1843999922276,0
1,"(4, 0)",469.28220003284514,0
1,"(16, -90)",852.8503999663517,0
1,"(16, 0)",655.0638999873772,1
1,"(8, -120)",584.1074999738485,0
1,"(16, -120)",864.2820999342948,1
1,"(16, -180)",618.9878000263125,2
1,"(8, -150)",668.3838998982683,0
1,"(16, 30)",629.0905000027269,1
1,"(4, 120)",837.7253999318928,1
1,"(8, 30)",788.3225998925045,0
1,"(8, -90)",866.1354000763968,1
1,"(8, -90)",945.22109994106,0
1,"(4, 180)",820.1824001120403,1
1,"(4, 60)",451.0418000249192,1
1,"(4, -30)",384.0167000275105,2
1,"(8, 150)",592.7540999222547,0
1,"(4, 180)",737.0376999573782,0
1,"(4, 120)",642.7915000207722,2
1,"(4, 0)",449.6650000186637,0
1,"(16, 0)",647.2843000050634,0
1,"(16, -180)",648.9694000305608,0
1,"(8, -150)",824.6205000290647,0
1,"(16, -120)",488.98940003383905,0
1,"(4, 150)",596.0520000047982,2
1,"(4, -150)",893.3131999187171,2
1,"(4, -150)",760.1616000141948,0
0,"(4, 30)",709.0115000577644,2
1,"(4, 30)",464.081300011836,1
1,"(8, 90)",714.8008000189438,0
1,"(16, 60)",953.1846000431105,0
1,"(4, -30)",610.6205999935046,0
1,"(16, 0)",653.2360999230295,1
1,"(16, 0)",593.1962000289932,0
1,"(16, 180)",673.8766000457108,2
1,"(16, -30)",505.73729996941984,2
1,"(4, 0)",400.88170003984123,2
1,"(8, 0)",460.6970000863075,1
1,"(4, -180)",626.5832000030205,1
1,"(4, -30)",506.21700001321733,0
1,"(4, 150)",565.933600006625,0
0,"(16, 60)",462.8535999767482,1
1,"(16, 60)",521.5391999194399,0
1,"(4, 0)",522.5233999630436,0
1,"(16, 150)",590.8194999760017,1
1,"(4, -60)",455.3579999450594,2
1,"(8, 60)",579.9258000301197,1
1,"(8, 90)",577.6178000345826,0
0,"(4, -120)",626.038600047119,0
1,"(4, -120)",649.2379999803379,2
1,"(8, -180)",652.3326000282541,2
1,"(8, 0)",520.2495999950916,2
1,"(16, 30)",497.36889992747456,3
