Correct Response,Rotation (deg),Reaction Time (ms),Word
1,150,552.1384999996517,0
1,180,539.7736999988556,1
1,-120,647.9502000042121,1
1,-60,495.30300000007264,2
0,-60,597.7326000033063,2
1,-60,777.8247999998857,2
1,-90,430.7529000038048,1
1,-150,565.658999996609,0
1,90,646.3599000020768,2
0,-30,514.077899996133,1
1,-30,460.0270999984932,0
1,0,900.5519000024069,2
1,-90,408.69249999779277,1
1,-120,499.1223000001046,0
0,120,536.1372000010451,1
1,120,814.5895999954664,2
1,60,676.5930999940028,2
1,-30,708.3797999988892,1
1,-90,488.57449999597156,2
1,0,707.8780999985756,2
1,60,488.06459999870276,1
1,90,631.9669000044232,2
1,120,547.903200004308,0
0,180,546.2996999962488,1
1,180,536.9822000033455,0
1,90,458.6677000010386,0
1,-90,544.4936999960337,0
1,60,533.0919000011054,0
1,-120,501.91220000525936,0
1,0,665.778699997114,2
1,-60,508.19199999788543,2
1,60,629.5762999983854,2
1,-60,620.3806999950903,0
1,60,462.38420000410406,0
0,-150,693.9977999976836,1
1,-150,502.30089999642223,0
0,180,728.4936000036541,1
1,180,615.577600005432,2
1,-120,792.1574000032851,5
0,-90,755.5504000014625,4
1,-90,969.4054999967339,5
1,-30,901.3686000002199,4
1,-150,874.0306000003475,3
0,-60,861.0011000022641,4
0,-60,-109.0,4
1,-60,860.2137999954866,4
1,30,783.1789000014542,4
0,-150,975.5753999965382,3
1,-150,834.545100002666,4
1,120,886.5074999961653,5
1,30,661.6961000003503,5
0,-30,854.1234999978915,4
1,-30,858.2614000010071,4
1,180,1014.3737999937148,5
1,120,613.0775999958278,3
0,180,693.585999997973,5
1,180,1051.3326000040397,3
1,-30,655.5565999991959,4
1,180,529.0911000014748,3
1,-150,1092.742800003558,3
1,0,493.85039999871515,5
1,-120,718.3135000054026,5
1,60,574.0188000021735,4
1,-30,528.0255000001634,3
0,-30,476.2219000007608,5
1,-30,760.6456999969087,3
0,-90,772.6460000016377,4
1,-90,1015.9086999960127,4
1,60,776.790199994517,3
1,150,808.4289000002318,5
1,90,785.6991999982856,5
1,150,818.2515000047861,4
1,-120,579.7360999971861,4
1,0,638.6337000043713,5
1,-120,929.4506999980658,3
1,0,625.9489999978687,3
0,120,956.1200000065728,5
1,120,671.1257000028272,3
1,30,817.2719999969704,5
1,180,476.25229999941075,8
1,120,694.2638000004226,8
1,150,748.1037000001525,6
1,-90,658.4082000012277,8
1,150,453.13369999750284,8
1,-150,403.3763000010513,8
1,150,754.1282999995165,6
1,30,452.82499999704305,8
0,30,969.7493999960134,7
1,30,636.1339999970514,7
0,30,965.5021000038832,6
1,30,1183.0050000029732,7
1,-120,677.5353000015602,7
1,60,498.23419999703765,7
1,-150,525.943299999577,8
1,120,609.3860000004643,7
1,-60,505.68730000342475,6
0,30,501.50120000436436,7
1,30,1195.2725999985123,6
1,-60,687.1240000004182,6
1,-60,558.4505999981193,7
1,90,522.3119999977062,7
1,0,537.0522999987006,7
1,-150,447.3162000034936,8
1,0,434.8420999998925,8
1,30,663.757200000342,6
1,90,456.4532999978983,8
1,150,438.9388000021572,8
1,180,651.5108000061591,7
1,-30,384.44030000065686,7
1,90,522.6824000023189,7
1,90,546.9583999987808,7
1,-90,559.771900003776,8
1,150,385.23859999660635,8
1,120,439.08029999549035,8
