Correct Response,Height,RT,Word
1,5.66,818.3682999191806,2
1,28,804.9432000229135,2
0,8,649.393399999477,1
1,8,499.1658999901265,1
0,1,841.9078999981284,0
0,1,-109.0,1
0,1,565.3393000215292,0
0,1,1061.1829999219626,1
0,1,1075.063300024718,2
1,1,407.8476999970153,1
0,4,428.24610002245754,2
1,4,526.4108999948949,2
1,1.41,1006.735900006257,1
1,1,722.8330000620335,2
0,2.83,423.4888000031933,0
1,2.83,1067.8362000584602,2
1,4,624.40729996562,2
1,21.17,663.7692000335082,1
1,8,479.56129995547235,1
1,11.31,473.49509998131543,0
1,8,462.12509990110993,2
1,8,391.047400011681,0
1,4,532.9995999895036,1
1,8,392.8534999107942,1
1,28,472.126100034453,1
0,2,460.24680003430694,0
1,2,528.9253000486642,2
1,2,652.2099999096245,1
1,2.83,842.1852000141516,1
1,5.66,495.7279000049457,1
1,1,644.489000024274,1
0,2.83,431.87989998515695,0
1,2.83,460.13179997354746,2
1,16,659.7433999963105,2
1,2.83,400.6921999938786,0
1,5.66,470.0631000418216,1
0,1,377.2258000066504,1
0,1,674.576300018467,0
1,1,882.1306999856606,2
1,1,968.5337000377476,0
1,11.31,813.6971000898629,1
1,2,874.505200012587,1
1,4,588.8604999603704,0
1,2.83,348.683700020425,0
1,28,884.3998000342399,4
1,5.66,798.9122999683022,3
0,2,1123.3402999900281,3
1,2,700.7451000940055,4
0,1,646.0892999861389,4
0,1,-109.0,5
1,1,743.4360000155866,5
1,1.41,742.8159999512136,4
1,21.17,881.2017000131309,5
1,28,769.462600056082,5
0,16,-109.0,3
0,16,840.7951000230387,5
1,16,978.1583000989631,5
1,1.41,754.249099929817,4
0,5.66,824.4878999507055,3
1,5.66,629.879399956204,3
1,11.31,987.2513999547809,5
1,2,1019.9436001097783,5
1,11.31,785.3223999813199,4
1,4,477.6027999436483,4
1,2.83,693.7067000512034,5
1,1,1026.2496000472456,3
0,28,699.1989000784233,3
0,28,961.8231000462547,3
0,28,-109.0,4
1,28,679.4918000781909,5
1,2.83,914.7187000457197,3
1,16,1015.2972000036389,3
1,1.41,694.1849000835791,4
1,4,900.9390000104904,5
0,28,1021.4843999678269,3
1,28,753.3465000418946,3
1,21.17,590.3796000024304,5
0,21.17,611.5326999537647,3
0,21.17,681.5318000121042,4
1,21.17,820.6675000805408,3
0,5.66,911.6397000001743,5
1,5.66,921.530699994415,3
1,4,559.4220000170171,3
1,8,538.7057000156492,3
1,11.31,633.6605999935418,4
0,1.41,827.3964999793097,5
1,1.41,808.84730006475,4
1,16,784.0176999419928,3
1,21.17,697.944900075905,4
0,16,-109.0,3
1,16,957.4363000541925,3
1,21.17,430.8229999700561,8
1,8,497.35909996926785,7
1,1,573.9497000435367,7
1,11.31,334.8244999619201,7
1,1.41,492.45689989440143,7
1,5.66,471.3137000184506,6
1,8,582.0372000420466,6
1,2,498.1553999790922,6
1,11.31,603.7043000655249,7
1,21.17,461.61549997888505,6
1,16,473.15440006460994,7
1,4,430.38820003531873,8
1,2.83,316.13019999023527,7
1,28,602.5454999729991,6
1,2.83,430.8914999095723,7
1,5.66,415.6199000393972,8
1,16,388.14790005236864,6
0,16,293.8604000341147,8
1,16,376.8852999750525,8
1,21.17,415.8762998962775,8
1,28,533.0631000073627,8
0,16,348.1496000280604,8
1,16,518.0080000394955,6
1,1,603.949899956584,6
1,8,484.10369996819645,6
0,11.31,670.1170999407768,8
1,11.31,527.6491001099348,6
1,1.41,519.9601000025868,8
0,2,745.5214999467134,8
1,2,550.6383999567479,6
1,11.31,491.87800002656877,7
1,28,587.7872000532225,8
1,1.41,603.4944999814034,6
1,1.41,664.3380999416113,8
1,21.17,497.152500025928,8
1,2,512.7067000688985,8
