Width (px),Height (px),Width (cm),Distance to screen,Screen number,Device,height,faceHeight,faceWidth,circleRadius,centerx,centery,rightx,rightEdge,leftx,leftEdge,spacer
4096,2160,121,140,0,Desktop,2.8,2,2.10625,1.95,-0.1,0,2.12625,60.55261611,-2.12625,60.62610229,2.075
