Width (px),Height (px),Width (cm),Distance to screen,Screen number,Device,height,faceHeight,faceWidth,circleRadius,centerx,centery,rightx,rightEdge,leftx,leftEdge,spacer,timeDelay
1920,1080,55,100,1,Desktop,1.425,1,1,1,-0.05,0.7,1,27.5,-1,27.5,1.05,109
