Correct Response,Rotation (deg),Reaction Time (ms),Word
1,0,564.9251000108197,1
1,60,775.104699944146,0
1,180,758.8721999749541,0
1,0,712.1390000069514,0
1,-30,842.0145999956876,1
1,-60,645.5027999440208,2
0,0,977.3633999833837,1
1,0,504.59149997588247,0
1,-90,726.5946000665426,2
0,-60,842.8613000400364,1
1,-60,973.7731000026688,2
1,0,863.7551999967545,1
0,-90,983.5980999600142,1
1,-90,1024.1831000279635,1
1,120,490.628199939616,0
1,0,969.9931000908837,2
0,-120,673.2161999065429,1
1,-120,786.0820000609383,1
1,0,476.02080000471324,1
1,60,576.7774999225512,2
1,-90,818.7909999946132,2
1,90,739.4949000412598,2
1,150,521.2367000607774,0
1,120,1118.5406999979168,1
1,-90,581.7536999788135,0
1,-60,370.17269996833056,0
0,-30,569.3080999739468,1
1,-30,380.36879995744675,1
1,120,706.9487000666559,1
1,-90,1049.9079999830574,2
1,-150,462.19930000044405,0
0,150,-109.0,1
1,150,800.6434999955818,2
1,90,644.2881000079215,2
1,180,399.4296999266371,0
1,-120,967.7141000833362,2
1,60,947.1076999874786,2
1,30,863.2368000075221,2
1,90,549.1091000698507,5
1,150,402.37379999272525,4
1,150,483.12229994591326,5
1,-150,1016.4114001058042,3
1,30,793.8656000737101,3
1,60,621.0067000323907,5
1,90,586.3712000977248,4
1,0,643.9990000184625,5
1,-30,938.5068999221548,3
1,-150,969.4582999767736,3
1,180,469.3897000364959,5
1,-150,559.6013999860734,4
1,30,587.0348999127746,5
1,0,387.42350000794977,5
1,30,387.53849995229393,5
1,30,555.832100039348,4
1,180,512.0150000406429,5
1,60,398.2388000553474,5
1,-150,549.9385999832302,4
1,-60,705.7853000555187,3
1,90,511.56830001529306,5
1,-120,778.472499976866,3
1,-150,540.3812999688089,4
1,120,610.3950999062508,4
1,-60,582.629400011152,5
1,-60,454.4084999328479,5
1,180,508.31440003495663,4
1,180,484.67289999499917,4
1,-120,527.2284000497311,5
1,-120,1032.952299978584,3
1,150,518.6994999498129,5
0,-150,432.49680002592504,3
1,-150,497.72459995839745,5
1,30,625.534899936989,6
1,150,426.5760999955237,6
1,-60,560.8889000108466,8
1,90,510.7900000261143,6
1,60,535.027900067158,7
1,120,515.0842998959124,8
1,150,908.7965000038967,7
1,-90,516.0330000184476,8
1,-150,480.34960002079606,8
1,-30,612.6887000249699,8
1,90,506.36400008480996,7
1,-30,483.8421999560669,7
1,180,424.10949995648116,8
0,90,478.8639000002295,7
1,90,478.5909000169486,8
1,-90,778.8334999317303,6
1,-30,553.9417000804096,8
1,-30,464.23980005458,7
1,180,368.53670008387417,7
1,-120,557.3313000462949,8
1,-90,687.4706999482587,7
1,120,763.2421999555081,6
1,120,586.6814000150189,6
1,60,554.4079000214115,8
1,-60,588.85390002653,6
1,30,595.7234000638127,8
1,-120,472.0204999288544,8
1,120,413.22429995890707,8
1,60,573.0137000177056,7
1,-30,408.9315999848768,7
1,-120,497.306100031361,7
0,150,469.5559000214562,6
1,150,502.59059999044985,7
1,30,497.0882000019774,8
