CorrectResponse,Rotation_deg_,ReactionTime_ms_,Target
0,90,1001.12449999957,0
1,45,727.344700012472,1
1,-60,766.349699996645,0
0,60,1057.93119999813,1
1,-45,565.909199992311,1
1,0,435.86649999721,1
1,-15,529.089099997655,0
1,45,454.465899988427,1
1,60,831.668499996304,0
1,45,948.890699998592,1
1,-30,486.453800004674,1
1,-90,606.192200001678,0
1,30,671.899899994023,0
1,0,691.651699999929,0
1,30,522.655599991558,0
0,-75,567.906099990942,1
1,-15,491.661500004702,0
1,-60,600.589999995427,0
0,90,600.998100003344,1
1,-60,482.564700004295,1
1,0,441.149300001562,1
1,-45,555.367000001715,0
1,-90,460.152199994773,0
1,60,620.234599999967,0
1,-30,526.712800005917,1
1,15,606.139099990251,1
0,-30,641.11069999577,1
0,-90,564.47920000297,1
1,30,592.08380001015,0
1,30,484.353200002224,1
1,-15,379.800400006352,1
1,75,502.516500005149,0
1,-75,489.950700001791,0
1,-75,384.287100002402,0
0,30,443.217500004685,0
1,-75,523.563500007149,0
0,-75,410.119899993297,1
0,-90,414.061600001296,1
1,-15,571.549499997636,1
1,-45,423.864300007117,1
1,15,456.712799998932,1
1,-60,577.764700000407,0
1,-45,490.301899998449,0
1,45,545.4801999958,1
0,90,556.614699999918,1
1,0,611.995000007446,1
1,-30,527.808200008585,1
1,-15,444.117800006061,1
1,90,537.414200000931,0
1,45,540.815499997698,0
1,-15,812.56240000308,1
1,60,528.218899992644,0
1,60,471.084099998698,1
0,-30,421.699899999076,1
0,90,534.689999994007,0
1,60,468.94580000022,1
1,-30,522.396499997703,1
1,-45,551.871200012974,0
0,90,529.373999998788,1
1,45,629.260299997404,1
1,45,411.903299996047,1
1,-90,515.361799997627,0
1,0,594.457199994358,1
1,75,515.21810000937,0
0,90,459.473100004252,1
0,15,1816.18289999547,0
1,0,456.678499999689,1
1,30,414.126099997666,1
1,15,466.875099992612,0
1,75,624.521800004877,1
1,30,555.708199994988,0
1,60,704.665499994881,1
0,-90,524.889300003415,1
1,-15,548.245099992491,0
1,45,630.137100009015,1
1,-45,461.552699992317,0
1,60,625.172900000471,1
0,-90,486.392100000521,1
1,-60,873.32949999196,1
1,45,481.005699993111,1
1,-75,516.946500000777,0
1,0,437.317000011681,1
1,45,647.408400001004,1
1,0,460.500900001498,1
1,75,653.828899995424,1
1,-45,719.108199999901,0
1,30,558.905000006198,1
1,-60,589.603000008501,0
1,75,1453.510100001,1
0,-15,960.819299995783,0
1,75,715.992099992,0
1,-45,770.201799991773,1
1,15,599.573399996152,1
1,-15,733.799000002327,0
1,75,549.917200006312,0
1,-30,543.555500008515,0
0,-75,555.769299994572,1
1,75,605.031499996549,0
1,-30,505.060100004775,0
1,90,833.476900000242,0
1,-75,483.74730000156,0
0,-75,1189.31520000566,1
1,30,656.848899999168,1
1,-30,711.469700000598,0
1,-75,510.087800002075,0
1,75,524.875200012466,0
1,0,662.979099994991,1
1,30,799.702099998249,1
1,0,519.467700004461,1
1,15,506.658400009619,0
0,30,698.687500008382,0
0,-75,548.281000003917,1
1,15,412.49560000957,0
0,75,573.501899992116,0
1,15,418.386799989967,0
1,60,560.702399999136,1
1,15,516.412299993099,1
1,-60,555.582500012824,0
1,-30,449.51169999782,0
0,-60,642.884599998943,0
0,60,489.338199994527,0
1,90,591.421300000511,1
1,-15,517.671000002301,0
1,60,487.252599989879,0
1,-60,455.893100000103,0
