CorrectResponse,Rotation_deg_,ReactionTime_ms_,Target
1,-60,1302.2955,0
1,-60,755.574,1
1,-15,535.2547,1
1,-15,397.5565,1
1,-45,808.9468,0
1,-15,491.1402,0
1,-90,648.5681,1
1,45,555.298,0
1,-30,495.017,0
1,75,1142.0399,0
1,-30,458.0038,0
1,-45,594.7582,1
1,15,489.3417,0
1,-15,572.9711,1
1,0,502.0556,1
1,-30,561.548,1
0,90,589.5483,0
1,0,982.5551,0
0,-15,496.8922,0
1,60,488.987,0
1,-90,859.1842,1
1,-60,945.3956,0
1,15,830.9386,0
0,-90,627.0439,1
1,-75,1019.7673,1
1,30,721.6742,1
1,-15,709.76,1
1,60,1056.1921,1
1,90,1423.9377,1
1,-90,918.7812,0
1,75,1089.9492,1
1,-75,990.6085,0
1,-45,1301.3389,1
1,45,985.1629,1
1,75,1215.3579,1
1,45,576.6178,1
1,30,909.5396,1
1,0,1056.8561,0
1,-30,994.528,1
0,-90,593.6275,1
1,30,542.2732,1
1,15,493.3266,0
1,-15,687.6701,1
1,15,734.5281,0
1,75,1010.5845,1
1,-90,877.6575,0
1,-30,591.6551,1
1,90,1194.9765,1
1,90,1076.0782,1
1,-45,582.9142,0
1,-15,698.2668,0
1,45,855.3958,1
1,60,800.4073,1
1,-75,751.0581,1
1,90,827.9028,1
1,-15,557.3351,0
1,15,654.0582,0
1,60,609.8162,1
1,45,520.9582,0
1,-75,642.1065,1
1,-75,597.9351,1
1,-30,869.5161,1
1,-15,1050.808,0
0,-30,417.122,0
1,30,702.0297,0
1,90,579.4971,0
1,90,597.8317,0
1,60,523.1961,1
1,-60,601.2513,1
1,30,996.8677,1
1,45,525.1936,1
1,75,966.2605,0
1,-60,791.6142,0
1,0,1074.5618,0
1,15,984.4791,0
1,60,1206.5324,1
1,60,1320.8367,0
1,-45,694.8221,1
1,15,495.1299,1
1,-60,519.1263,1
1,15,555.5719,0
1,0,710.4355,0
1,90,775.7824,0
1,-60,516.7653,1
1,0,603.9842,1
1,15,511.4231,0
1,0,472.5559,1
1,45,596.0699,1
1,90,631.7731,0
1,75,812.147,0
1,60,843.5217,0
1,-30,644.1205,1
1,75,713.4102,0
0,45,606.2866,0
1,0,660.2723,1
1,-75,1227.0115,1
1,-75,661.0113,0
1,75,640.2524,0
1,-45,493.6721,0
0,75,595.6551,1
1,-60,1199.6137,1
1,75,918.2915,0
1,-45,565.7028,0
1,45,862.6919,0
1,0,477.4256,0
1,-90,427.2657,0
1,-45,541.35,1
0,-90,472.3131,1
1,30,857.3247,1
1,60,156.34,1
1,-30,492.9975,0
1,90,603.0828,1
1,-30,607.4525,0
1,-45,479.8588,0
1,60,398.5143,0
1,30,490.9753,1
1,75,493.0699,1
1,-15,472.8429,1
1,-90,494.7834,0
1,-60,474.5727,1
0,0,646.3821,0
1,-90,473.8239,0
1,-45,568.6361,0
1,30,497.4732,0
1,-60,549.6477,1
1,15,461.4471,1
1,60,467.8013,1
1,45,766.9136,0
1,60,929.2068,0
1,30,594.1914,1
1,-75,645.8699,1
1,30,717.722,1
1,90,508.5053,0
1,0,573.4777,1
1,90,579.5206,1
1,-75,600.5414,1
1,-45,748.4028,0
1,30,504.9359,0
1,-30,1005.0485,1
0,0,576.74,0
1,-60,1271.2131,0
1,15,471.5025,1
1,-75,553.4749,1
1,-90,441.655,0
1,75,518.8311,1
1,-45,545.1763,1
1,-30,509.8655,0
1,45,768.334,0
1,45,539.4037,1
1,-90,538.2939,1
1,30,722.8019,1
1,-75,513.3383,0
1,-75,430.9185,0
1,15,488.8215,0
1,-60,989.4879,0
1,-15,546.1989,0
1,90,562.4782,1
1,-15,572.0715,1
1,-90,513.8787,1
1,-90,515.6311,1
1,-30,846.8856,0
1,75,838.3409,0
1,45,456.5506,0
1,75,569.6257,1
1,-90,751.8475,1
1,30,552.0959,0
1,0,418.0514,1
1,-45,464.9053,1
1,0,531.5004,1
