CorrectResponse,Rotation_deg_,ReactionTime_ms_,Target
1,-30,663.885163005907,0
1,-45,764.270791006275,1
0,-90,913.604805996292,0
1,-75,701.30905099446,0
1,0,542.908052994753,1
1,-75,693.023993991083,1
1,-15,612.119033009512,0
1,75,707.89626301208,0
1,90,650.139932004968,1
1,60,687.333706003265,1
1,-15,639.242835001787,0
0,-30,589.622445994755,1
1,45,624.234698997461,1
1,15,617.948945998214,0
1,30,704.620229001157,0
1,90,579.351258006645,0
1,90,685.64001500723,0
1,-45,613.489670003182,0
1,-75,790.328861004091,1
1,-90,661.553274004254,0
1,0,642.721384990145,0
1,-30,1016.83112000406,1
1,75,655.400440003141,1
1,30,511.216751991888,0
1,45,680.724407990929,1
1,-90,620.737534999498,0
1,60,587.93003898696,1
1,-30,478.022906995611,0
1,0,548.439689992811,0
1,90,822.266222000471,1
1,-15,520.085273988079,0
1,-15,574.085135006462,0
1,-15,747.070964986924,1
1,0,475.865527995629,1
1,-30,568.96773901186,0
1,45,709.629445010214,0
1,-90,1051.52028898825,0
1,75,643.596746996045,1
1,45,604.032269992749,0
1,30,554.925137993414,0
1,75,564.655424001976,0
1,-30,613.704301003017,1
1,0,502.379914986668,0
1,-75,773.512998996885,0
1,-60,619.930814988911,0
1,-60,655.70086200838,0
1,60,621.587615992175,0
1,-60,631.463254999253,0
1,-45,757.386271005962,1
1,-60,692.533289003186,0
1,-30,632.802390996367,0
1,-60,573.557521006442,0
1,-75,698.976560998708,0
1,-60,867.600637001451,0
1,-60,604.248896001955,0
1,60,957.874277003575,0
1,60,629.65076100314,1
1,30,588.049628998269,0
1,60,831.857809994253,0
1,60,664.301556004793,1
1,-45,630.511458010878,0
1,-30,506.066127004451,1
1,-30,457.750875001657,1
1,-60,739.996498997207,1
1,-45,524.231213007588,0
1,45,564.697278002277,1
1,-60,655.345870000892,1
1,-45,625.194809000241,0
1,75,747.147818002268,1
1,15,637.829983993433,0
1,15,458.465064010816,0
1,60,559.134292991948,1
1,60,612.153050003108,1
1,75,616.185953994282,1
1,-45,642.613005003077,0
1,-45,599.027063996764,1
1,90,659.685736995889,0
1,-75,784.015013989992,0
1,45,641.288096006028,0
1,60,588.155066995532,0
1,90,780.425266996608,0
1,-90,703.642681001802,0
0,15,549.725758007262,0
1,-90,698.892915003817,0
1,0,634.887484987266,0
1,45,597.385359004838,0
1,-90,663.991524002049,0
1,-75,604.793351995759,0
1,0,489.758994001895,0
1,30,616.416012003319,1
1,60,572.446985993301,1
1,-90,686.320822999696,1
1,30,482.805069995229,1
1,15,511.421308002318,1
1,45,474.627333002863,1
1,30,556.734616003232,0
1,-45,535.979895002092,1
1,-30,421.054738989333,1
1,-15,470.53089000925,1
1,90,607.361900992109,0
1,-45,614.073389989207,0
1,0,526.968704006285,1
1,-15,560.619350996567,0
1,-15,448.86934199254,0
1,-45,838.825179999694,1
1,45,577.972056003055,0
1,-60,519.255084997858,1
1,90,716.249587007915,1
1,30,563.442640000139,1
1,45,643.809844005737,0
1,-90,649.532136006164,0
1,-60,680.470459011267,1
1,75,569.83650200069,1
1,60,605.543193997582,0
1,0,601.353476996301,0
1,90,955.924975999515,0
1,15,608.475769005017,1
1,15,463.355148000992,1
1,15,464.780974995811,1
1,-15,543.7955110037,0
1,15,567.15136800718,1
1,-90,672.677062998409,0
1,75,688.60745798971,1
1,90,694.246405001613,0
1,-15,603.849609987228,0
1,30,686.438034995226,1
1,30,487.521721000085,1
1,-75,641.083186005708,0
1,-30,477.181967996294,0
1,0,662.332467000815,0
1,-30,715.673766994732,0
1,-90,612.494989000843,0
1,90,1040.40246900055,1
1,-60,606.226141994703,0
1,0,541.578014011029,0
1,-75,657.600198996952,0
1,90,715.72368799476,1
1,45,697.927609996404,1
1,0,518.584446989698,0
1,30,629.780185999116,0
1,-15,533.266338004032,0
1,75,744.355629002675,0
1,15,684.663119006436,1
1,75,635.745825996273,1
1,75,550.974537000875,0
1,45,730.694560997072,0
1,-75,577.993309002486,1
1,15,552.256036004983,1
1,15,522.902596007916,1
1,-90,652.087692004861,0
1,75,878.830492009874,0
1,-75,560.559249010985,1
1,-45,636.517724990845,0
1,-15,522.76422800147,1
1,-75,673.012432010146,0
1,30,479.938065001043,1
1,-90,758.25563999475,1
1,-30,535.213174000965,0
1,15,543.26375199249,0
