CorrectResponse,Rotation_deg_,ReactionTime_ms_,Target
0,75,2606.56929299235,1
1,90,716.058678030968,0
1,15,1475.2348150732,0
1,-30,704.141526054591,1
0,45,854.521526992321,1
1,-60,976.858049901202,1
1,-30,585.986788072623,0
1,-60,1214.39971999731,1
1,-45,556.525413100608,0
1,75,942.309796963818,1
1,15,662.6404410135,0
1,-75,775.415733028203,1
1,60,765.754289962351,1
1,60,727.394896945916,0
1,-30,1247.44611202274,1
1,-90,740.936820898205,1
1,45,868.237152034417,1
1,-60,757.13779699523,1
0,-90,643.838375960477,1
1,-30,1054.14738498162,1
1,-45,630.257113059051,1
1,90,1591.77764695138,0
1,-15,699.988351939246,1
1,-45,953.557572946884,1
1,-15,621.107730935328,1
1,-90,886.064130035229,1
1,0,570.786258010194,0
1,60,704.123590993695,1
1,60,1004.52484706417,0
1,30,986.930291089229,1
1,45,549.72003008239,0
1,75,707.248207917437,0
1,-15,754.77724689059,0
1,-75,631.020988025703,1
1,-75,716.248685996979,0
1,90,1010.68085598759,1
1,90,889.983876994811,1
1,-30,450.230705006979,0
1,-15,739.115227982402,1
1,30,621.2608730793,0
1,30,654.199332036078,0
1,30,895.172825935297,1
1,60,631.54800100252,0
1,-15,548.228679029271,0
1,90,949.301994093694,1
1,-15,707.587186051533,1
1,-45,570.305604990572,0
1,45,641.11210805364,0
0,-90,854.954417017289,0
1,60,941.906796921976,0
1,45,854.958000979386,1
1,-15,592.169623044319,0
1,-90,562.0533060655,1
1,0,734.369316990487,1
1,-15,537.673756983131,0
1,-15,571.719715991057,1
1,30,888.942580008879,1
1,30,602.744087963365,1
0,75,509.330329056829,1
1,75,520.198239982128,0
1,15,676.940712998621,0
1,-60,538.391419956461,0
1,-45,732.56752399262,0
1,-75,1588.9405899588,1
1,15,750.569312986918,1
1,0,450.520478924736,0
1,90,955.977747952566,1
1,60,673.594223023392,1
1,0,505.420498005114,0
1,-60,805.769756939262,1
1,-90,635.111997989006,0
1,75,687.186418953352,0
1,-45,833.673609923571,0
1,-90,943.407906955108,0
1,0,583.501777998172,0
1,45,511.883489009924,0
1,15,494.516870044172,0
1,-45,700.626794984564,1
1,15,589.086690954864,0
1,-45,572.69221000839,0
1,0,583.623888008296,1
1,-90,739.918537009507,1
1,90,762.351396996528,0
1,30,565.854726047255,0
1,-60,603.199434969574,1
1,45,609.65772908181,0
1,30,605.289348089136,0
1,-15,574.828220102936,0
1,-30,651.25165801961,1
1,60,2346.01515605114,1
1,0,748.820793968625,1
1,-90,523.547102967277,0
1,-45,647.137981993146,0
1,15,478.480184022337,0
1,-75,735.783665943891,1
1,75,536.227677986026,0
1,-60,465.312573979609,0
1,-30,460.361429993063,0
1,-60,671.725662928075,0
1,15,663.368733986281,1
1,0,509.081842997111,1
1,-60,670.781048983335,1
1,60,456.107773040421,1
1,15,482.548737004399,0
1,90,621.856396007352,1
1,-30,730.825332961977,1
1,-45,478.566124024801,0
1,60,669.520419943146,1
1,75,502.561618960463,0
1,60,434.483122001402,0
1,30,469.922594064847,1
1,30,468.43371800147,0
1,-90,909.133836082183,1
1,-45,501.29300697241,1
1,-15,406.313461987302,0
1,15,510.625715055503,0
1,-30,546.796494899318,1
1,90,465.431073019281,0
1,0,477.247147043236,0
1,30,489.789157910272,0
1,-15,532.788003017195,0
1,-30,586.085069961846,1
1,45,552.746254988015,1
1,-75,545.66584601067,1
1,60,451.194176021963,1
1,75,551.72851301264,0
1,0,637.597563015297,1
1,75,465.484370049089,0
1,-90,516.493541109376,1
1,30,477.176982015371,1
1,-75,675.134297963232,1
1,90,877.706280946732,1
1,45,556.872223890387,1
1,-60,551.149307088926,1
1,-60,432.146099898964,1
1,75,736.386377983727,0
1,90,557.557861008681,1
1,75,732.64894999098,0
1,0,477.115183989517,1
1,-75,662.144389040768,1
1,15,511.756708999164,0
1,-30,509.43302704487,1
1,0,432.119524958543,1
1,-75,501.068891994655,0
1,45,537.089103986509,1
1,90,580.012460043654,0
1,-60,464.640027065761,0
1,-45,455.949422009289,0
1,-75,668.238783990964,1
1,15,522.402806943282,0
1,-75,615.597327975556,0
1,-75,601.55419904273,1
1,-30,475.822237939574,0
1,45,468.188072009943,1
1,45,485.960513972677,0
1,-90,519.708571061492,1
1,75,504.036780018359,0
1,45,489.598449007608,1
1,-90,582.288772952743,1
1,-90,592.261423976161,1
1,75,659.181912001222,1
