Correct Response,Rotation (deg),Reaction Time (ms),Word
0,-90,688.9673000518233,2
1,-90,542.2854001484811,2
1,-90,586.8135000895709,1
1,150,752.3920998759568,0
1,-60,617.5165999997407,2
1,150,718.7696999721229,0
1,-150,740.0519998595119,1
1,180,528.7812998834997,1
1,0,566.0863001216203,1
1,-120,636.4854999668896,1
1,-90,628.191499909386,0
1,30,494.86390006169677,0
1,90,750.9904999136925,1
1,30,747.2268000096083,2
1,180,674.3449000027031,1
1,0,540.346400052309,0
1,-60,729.2043999154121,2
1,-90,398.60750006884336,1
1,120,557.2705999333411,1
1,60,629.8261000160128,2
1,60,625.3913000077009,0
0,-90,662.5102001093328,2
1,-90,594.7066000048071,0
1,60,451.3787999134511,0
1,120,706.5507000628859,0
1,-30,654.7015001382679,2
0,90,590.3666999042034,2
1,90,628.2059000190347,0
1,30,589.8407000899315,2
1,-60,525.1359000653028,0
0,-30,652.3258000928909,1
1,-30,548.2360000573099,0
1,-120,874.0394999589771,2
1,120,612.4967999607325,1
1,-150,568.5273999664932,1
1,-120,823.4569997843355,2
0,-60,598.0025999564677,5
0,-60,636.8923000376672,4
1,-60,911.5628001131117,5
0,150,928.751000141725,4
1,150,652.285699903965,4
0,150,678.15920005925,4
1,150,694.1667000614107,4
0,-150,841.8841000497341,5
0,-150,748.9288001637906,4
0,-150,558.6916999276727,5
1,-150,806.6259000301361,5
1,-60,673.350700115785,3
0,120,-109.0,5
0,120,602.077299900353,3
0,120,914.6047001089901,4
1,120,885.6642001159489,3
1,180,847.4334999304265,4
1,0,454.94820008426905,3
1,90,889.0963999405503,5
1,-120,585.963000016287,3
0,180,720.5823000371456,4
1,180,481.9372998867184,4
0,60,540.5640000794083,5
1,60,524.5654000286013,3
0,120,589.132700053975,3
1,120,704.8995000626892,4
1,30,853.1403999626637,5
1,-150,566.1920999959111,3
1,120,819.3088000956923,4
1,90,919.4962998703122,3
1,0,722.7960000131279,5
0,150,635.6370001416653,5
0,150,704.8899998739362,4
1,150,641.3378000110388,3
0,150,800.8112001083791,3
0,150,795.2640998959541,5
0,150,620.6307000797242,4
0,150,495.6045001130551,3
0,150,508.4861998297274,5
0,150,638.0056999009103,4
0,150,487.80049982853234,5
1,150,675.0770001057535,5
1,180,616.2601999789476,5
1,60,749.912699855864,4
1,90,685.6387999691069,4
1,-60,693.89960000664,5
1,-120,723.8226001467556,5
1,90,620.813699843362,5
1,-120,675.9226999096572,5
0,-30,840.0805000532418,3
0,-30,690.7081999201328,4
1,-30,658.679600045085,3
1,-60,657.8894999660552,5
1,-150,733.4525000154972,5
1,120,790.8569000978023,4
1,60,587.0249000694603,4
1,30,573.4125000275671,7
1,30,928.5810000114143,7
1,120,817.6737001016736,7
1,-30,540.3449001573026,8
1,30,539.7829000689089,8
1,180,734.149800086394,6
1,180,467.10599999316037,6
1,-120,384.09989996254444,8
1,0,578.2572000138462,7
1,-120,700.0462998952717,8
1,-150,747.2628000508994,7
1,-150,521.0903002265841,8
1,60,536.8298000507057,8
1,-30,429.3571998681873,8
1,180,711.5655999481678,6
1,-30,442.9322999753058,8
1,-90,534.0001000408083,8
0,-90,570.1443999391049,7
1,-90,767.4042998664081,7
1,-90,538.348300088197,7
1,-60,493.78670000843704,7
1,60,493.51190001145005,7
1,0,536.6577000208199,6
1,-30,597.4447000157088,8
1,150,596.2712999284267,8
1,0,395.15019993670285,8
1,90,456.3494999278337,8
1,-30,680.5080000162125,7
1,30,445.87520014867187,7
1,0,615.7375999577343,6
1,90,561.86479999125,8
1,-150,633.3823000863194,7
1,150,498.18099982477725,8
