CorrectResponse,Size_Rotation_deg_deg_,ReactionTime_ms_,Target
1,4,925.390199987683,0
1,4,485.638200011104,1
0,4,860.045099976938,0
1,4,514.909099958837,1
1,8,464.011600004975,1
1,16,631.310099965427,1
0,8,497.995200039819,0
1,8,453.652399996296,2
1,8,491.586300017312,4
1,4,431.099499979988,4
1,16,637.190099976957,3
1,16,438.083200013731,5
1,16,517.955999992788,6
0,4,483.962900002021,6
1,4,549.82369998144,6
1,16,519.576599992812,7
0,8,398.8389000264,6
0,8,499.534700004384,8
1,8,625.939000045415,6
0,8,566.685499969404,8
0,8,544.468100004829,6
1,8,835.074500002898,6
0,8,706.134699980263,8
1,8,544.724499978125,7
1,4,457.039900004398,7
