CorrectResponse,Size_Rotation_deg_deg_,ReactionTime_ms_,Target
0,8,538.7962,2
1,8,554.4228,1
1,16,623.3622999,2
1,4,615.5454,2
1,8,555.4883,4
0,4,737.4172001,3
1,4,681.7142,5
1,16,472.871,5
0,8,600.1100001,4
1,8,548.1992,5
1,4,549.7436,3
1,8,707.84,5
0,4,486.3946,1
1,4,790.6325,0
1,4,508.9375,1
1,16,730.9469,1
0,4,533.7223,2
1,4,642.6476,0
1,8,692.4718,0
0,16,691.9468,5
1,16,705.7971,4
1,8,622.7591,5
1,16,570.3213,3
0,4,840.6454,3
0,4,645.8576,4
0,4,581.7521,5
0,4,773.9583,5
0,4,554.6749,4
1,4,625.7749,3
1,8,712.1558,4
0,4,723.2237,6
1,4,527.4376,7
0,16,814.1101,6
0,16,727.0393,8
1,16,646.021,8
1,4,781.9759,8
1,16,635.9964,8
1,8,524.8804,7
1,8,542.1818,7
