Correct Response,Rotation (deg),Reaction Time (ms),Word
0,-120,440.25101499975426,0
0,-120,703.1693720004259,2
1,-120,492.5354080000179,2
1,-90,623.5777449996167,2
0,-60,387.28011000004335,0
1,-60,479.0786999996417,2
0,30,454.6227039994992,2
1,30,466.0940249999985,1
1,150,757.9680540006084,0
1,-30,414.52159500060225,2
1,120,491.98811500029115,0
1,-30,434.33071500059305,2
1,-60,671.3918059998978,0
0,-60,651.07886699972,1
0,-60,501.44398700050806,1
1,-60,426.92155600017577,2
1,-90,499.23197300032916,0
1,60,605.8842340002375,0
1,-30,456.45057199946314,2
1,150,451.57435999991867,0
1,60,539.8140550000026,2
1,90,442.06784500003414,0
0,30,514.485776999587,1
0,30,414.7982230000853,1
1,30,362.91499400014436,2
1,180,665.8639269993873,1
1,60,424.3755049996398,2
1,30,374.44269300014275,2
1,30,394.34752699927776,2
0,-60,384.18815100014035,2
1,-60,495.787813999792,2
1,-90,407.5375469996434,1
1,120,889.6824450006679,0
0,90,611.8787640001901,2
1,90,406.8667380001134,2
1,-90,978.4192629999015,5
1,120,631.7490489995325,3
1,60,591.3719340000316,3
1,0,729.4398550006154,4
1,-30,496.4445250001663,4
0,180,724.0707770001027,3
1,180,468.5197590000971,5
1,180,468.92026399965835,3
1,120,720.9111999995148,4
1,150,542.642830000128,5
1,-150,490.3184190001557,3
0,-150,975.1045389997817,4
1,-150,564.5271139996257,3
1,0,427.42961000059586,5
1,150,531.8112039998741,5
1,-120,556.9363930002655,3
1,0,410.6830790000604,5
0,-120,559.4432399997604,4
1,-120,498.122297999922,5
1,-30,557.0759340002187,3
0,0,328.1176780005044,3
1,0,393.5921529995685,5
0,-150,676.4300199996942,4
1,-150,573.8058860000965,4
1,180,504.0313739995472,5
1,-150,436.1698810002199,5
1,90,500.30262900001253,3
1,90,635.8171969999748,5
1,120,540.0229869996256,5
0,-120,568.1696559999327,4
0,-120,486.0462199998583,5
1,-120,427.3557379996564,5
