Correct Response,Height,RT,Word
1,2.83,895.4040000066161,1
1,2.83,520.690900008427,1
1,28,520.1863000078592,2
1,1,601.6437000038568,0
1,21.17,532.5329999872483,2
1,1.41,493.2637000132818,0
0,28,439.9219000155572,1
1,28,483.79930000775494,0
1,4,346.7734999980312,0
1,1,554.28040001099,2
0,28,603.062699982198,2
1,28,553.834999995539,1
1,1.41,595.232400021283,2
1,5.66,505.2491000064183,0
1,21.17,451.1858999871183,0
1,2,550.7528000129387,2
1,5.66,448.707300002221,0
1,1.41,519.7402000161819,1
1,8,455.3217000178993,2
1,1,518.071299997624,0
1,1.41,450.69560000812635,0
1,2,934.0324999906588,1
1,16,569.0659000214655,2
1,28,531.1397000008728,1
1,28,562.0362000158057,1
1,2.83,874.5682999982964,2
1,16,477.22500000637956,2
1,11.31,452.4889000135008,2
1,1.41,483.98680000938475,2
1,16,457.082200006349,1
1,16,536.9115000034217,1
1,8,268.95580000965856,2
1,11.31,461.5135999887716,0
1,5.66,436.1427999942098,0
0,2,680.3451999989338,4
1,2,532.819399985252,5
1,4,493.8750000114087,4
1,2,576.7163999811746,4
0,16,296.19920000224374,4
1,16,454.8255000230856,4
1,11.31,462.61420001648366,4
1,1,642.3625999854412,3
1,5.66,590.8718999966513,3
1,2,462.76029999391176,3
1,1,692.6771999828052,5
1,28,723.7309000014793,5
1,1.41,535.3290000024717,4
1,21.17,478.2193000104744,3
1,2.83,514.1008999748155,3
1,28,653.5509000208694,4
1,8,424.6731999996118,5
1,4,362.49230001377873,5
1,1,315.12870001862757,5
1,4,365.40459998324513,5
1,8,345.2248999932781,5
1,8,511.36109998007305,4
1,4,301.40009999414906,3
1,1.41,251.55760001181625,4
1,1,436.444099989254,5
1,2.83,433.121499980567,4
1,8,511.9060000255704,3
1,11.31,302.32919999654405,5
1,21.17,282.3407000072766,4
1,8,394.2449999998789,4
1,21.17,388.9391999950167,4
1,16,346.6610000145156,4
1,4,428.9238000023179,4
1,16,567.16880001151,5
1,5.66,409.99059998686425,8
1,2,493.7096000034362,8
1,21.17,369.4372999856714,8
1,8,351.56929999031126,8
1,4,381.0027999829035,7
1,11.31,402.67930001975037,7
1,8,342.61270000971854,8
1,21.17,359.0386000254657,6
1,2,422.56279999529943,6
1,5.66,345.4616999919526,8
1,2.83,337.56700000632554,6
1,1,493.1704000013415,7
0,28,432.69340000953525,7
1,28,449.5441000002902,8
1,4,394.44800000311807,6
1,1.41,492.9131999928504,8
1,5.66,317.932600006694,8
1,2.83,287.6233999817632,8
1,5.66,305.51380000216886,8
1,11.31,483.87059999769554,6
0,11.31,371.20309998537414,7
1,11.31,439.9741000055801,6
1,16,392.54950001160614,8
1,11.31,503.7600999898277,7
1,21.17,291.0790999853052,8
1,28,264.3993000059854,7
0,1,587.1330999911297,6
1,1,391.6105999927968,6
1,21.17,467.74769998993725,8
1,1.41,483.8499000146985,6
0,2,653.5906000030227,8
1,2,422.2850000045728,6
1,2,704.1280000088736,7
1,2.83,368.9475999821443,8
1,11.31,445.3348000210244,7
1,2.83,600.2539999866858,7
