Correct Response,Rotation (deg),Reaction Time (ms),Word
0,90,-109.0,1
0,90,-109.0,2
1,90,566.8673000149429,0
1,0,638.7072000037879,2
1,60,647.4881999860518,2
1,-90,486.5602999893017,0
1,-120,627.9004999636672,0
1,150,550.2408000142314,2
1,90,923.9250000067987,2
0,150,582.2046000361443,0
0,150,990.6449000085704,1
1,150,1134.59829997411,1
1,150,1105.475799992215,1
1,30,857.923100000713,1
1,-120,762.4462000061758,2
1,90,1085.9765000026673,1
0,90,755.5479999831878,2
1,90,789.4432000434026,2
1,-150,913.5885999971069,2
0,-150,621.8264999883249,1
1,-150,706.2662999927998,2
1,-120,797.935999984853,1
1,-120,919.7472999771126,1
1,0,567.6018000198528,0
0,60,720.6194999711588,1
1,60,412.9757999875583,0
1,-120,753.0723000494763,2
1,90,555.6866000373848,0
1,120,747.0499000013806,2
1,180,561.1450999826193,0
1,-30,373.6554000028409,0
1,150,487.5074000414461,0
1,180,772.3874000334181,2
1,30,468.1722999634221,0
1,30,875.3058999977075,1
1,-150,755.673700009007,1
1,30,915.0305000334047,2
1,150,498.82030003611,0
1,-150,635.7416000068188,2
1,120,526.3577999980189,5
1,-90,892.2420999701135,3
1,-30,653.8233000286855,5
0,150,723.8140999656171,4
1,150,812.3346000178717,4
1,-60,500.6962000010535,5
1,60,872.180000002496,3
1,-30,507.35530000785366,4
1,60,774.4684999892488,3
1,30,566.9870999958366,5
1,-60,472.20439999038354,4
1,150,617.0838999645784,4
1,-90,596.3209000150673,5
1,-60,447.54619995038956,4
0,180,1092.706700026989,4
1,180,457.7785999830812,4
1,-30,542.1794999823906,5
0,0,526.4891000082716,3
1,0,623.2632999857888,5
1,90,623.5836000381969,4
1,-90,569.4378999727778,4
1,0,529.567799993325,5
1,-150,598.846800039988,4
1,-90,536.9518999909051,5
0,90,1042.5191000071354,3
1,90,505.52790000475943,4
1,-90,748.0568999857642,3
1,30,565.5958999963477,4
1,-30,635.1940000280738,5
1,60,809.0550000164658,5
1,120,450.3951999908313,4
1,180,581.0882000336424,5
1,-60,586.5563999945298,4
1,-120,624.4565999917686,4
1,30,516.0926000066102,5
1,60,417.5205999603495,5
1,60,498.8771000029519,6
1,30,419.2176000182517,7
1,90,601.8460000017658,7
1,120,343.2469000075944,7
1,-30,460.03169996803626,6
1,-60,800.2238000012003,8
1,-90,510.13289997028187,7
0,180,361.3421000158414,7
1,180,529.7333999737166,6
1,-60,386.8803000045009,8
0,-150,628.4171999981627,6
1,-150,768.8169000288472,8
0,60,582.6397000313736,6
1,60,1168.0123000373133,8
1,-120,564.9359000348486,7
1,-30,530.1210000147112,7
1,-150,489.8712999969721,6
1,150,607.3429000065662,6
1,180,611.2321999939159,8
1,-120,530.4907000358216,7
1,-30,779.465600030031,8
1,0,619.8224999792874,6
1,180,503.04190005082637,7
1,120,513.0374000258744,7
1,120,578.3442999785766,7
1,120,382.3776000030339,7
1,120,381.8254999900237,7
1,0,372.236900028307,7
1,-150,552.383000027854,6
0,0,531.5387000413612,8
1,0,635.881400023587,6
1,0,517.935499953106,6
1,180,622.7699000122957,8
1,-90,583.1511000255123,6
1,-60,552.639700003434,6
1,-60,551.0128000136465,6
