Correct Response,Rotation (deg),Reaction Time (ms),Word
1,-150,651.3637999854982,0
1,150,544.4653999842703,0
1,60,601.6721000745893,1
1,-30,388.51349992584437,0
1,0,472.1035999795422,1
1,-150,679.797999965027,1
1,180,529.437999994494,1
1,-60,522.910500000231,1
1,-120,743.8878000797704,2
1,120,604.246600003913,1
1,150,636.8384999772534,0
0,180,592.0145999956876,0
1,180,496.7118000462651,0
1,-150,668.2463000146672,2
0,-150,1023.8566999873146,2
1,-150,455.9074000539258,0
1,180,631.8972999546677,1
1,180,502.3510000286624,0
1,60,505.1357000451535,0
1,-60,677.6123999701813,1
1,-90,497.2449000310153,1
1,-120,503.90239996742457,1
1,0,915.3954999605194,2
1,120,517.2921000597998,1
1,-90,723.981999963522,2
1,-30,523.6858999673277,0
1,90,508.9054999956861,1
1,-150,476.1126998895779,0
1,-30,506.5955999856815,0
1,-120,573.9505999339744,1
1,-30,571.6485999841243,1
1,30,574.3769999211654,2
1,150,656.1882999343798,1
1,60,654.8990000123158,1
1,150,720.2792999418452,3
1,-90,578.5630000140518,4
1,120,538.7751999627799,4
1,180,555.8814999498427,4
1,0,574.2857999252155,3
1,-60,592.0714000789449,4
1,90,585.0136000048369,4
1,-150,615.9303000280634,5
1,0,551.5544000631198,3
0,120,715.4105000048876,3
0,120,1005.1127999871969,5
1,120,626.1423999061808,4
1,60,621.031399987638,4
1,-150,601.0494999904186,5
1,30,789.1137999799103,5
1,-120,650.182299952954,5
1,120,561.7388999639079,3
0,90,945.0211000479758,5
1,90,784.4046999784186,4
1,60,524.7667999323457,5
1,90,718.5755000067875,4
0,-90,700.7060000291094,4
1,-90,711.0776000740007,3
1,60,515.304199940525,4
1,-120,974.1709000049159,5
1,30,711.5107999965549,4
1,90,197.90720002166927,4
1,180,440.1013000719249,5
1,150,519.9733999874443,3
1,0,665.8988000676036,3
1,-30,526.1524000056088,5
1,-150,485.7617000201717,5
1,90,517.6580999363214,4
1,-60,622.8378000054508,5
1,150,447.5826999954879,5
1,-120,619.224900085479,4
0,-90,637.8609999632463,8
1,-90,831.9403000026941,6
1,-60,562.1943000555038,7
1,-120,580.3398000393063,6
1,180,501.90840003453195,8
1,0,553.3402000404894,6
1,90,916.385900051333,7
1,-60,608.0527999987826,6
1,-30,565.8479000525549,8
1,180,604.6472000274807,8
1,-60,666.7912999950349,8
1,150,563.2618999192491,8
1,120,662.8624999979511,6
1,-120,673.1586000500247,8
0,90,565.2021000245586,6
1,90,641.7971000159159,8
1,-90,697.0495000099763,8
1,60,490.1926999995485,8
0,-60,1095.7082000644878,7
1,-60,729.6594000039622,7
1,30,556.0824999669567,6
1,60,714.2144999783486,8
1,0,592.3584999367595,8
1,-90,714.9201999967918,6
1,30,589.234900017269,8
1,30,534.0226999800652,6
1,30,529.1173999980092,6
1,0,466.6163999903947,6
1,30,484.1143999332562,7
0,150,932.3133000256494,7
1,150,635.4542999146506,8
0,120,725.5232999417931,8
1,120,577.6800000425428,6
1,-90,661.3179999953136,7
1,120,515.4563000509515,6
1,-30,647.0672000981867,6
1,-30,513.3728000186384,7
