Correct Response,Height,RT,Word
0,2.83,-109.0,2
0,2.83,-109.0,2
0,2.83,-109.0,0
0,2.83,-109.0,0
1,2.83,453.9458000184968,0
1,16,697.6598000004888,1
0,1.41,471.4057000204921,1
1,1.41,495.7005000291392,0
1,8,531.5694000422955,1
1,1.41,437.9705999130383,2
1,21.17,817.3714000117034,1
1,8,451.7784999301657,2
0,4,472.931299995631,0
1,4,458.17629998456687,2
1,2.83,721.0477999728173,1
1,1.41,405.38800001051277,2
1,2.83,431.12489994056523,0
1,5.66,428.2039000503719,0
1,2.83,397.948999944143,2
1,1.41,484.2366999331862,1
1,21.17,403.7082000253722,2
1,4,359.1440000422299,0
1,8,507.3195000262931,0
1,2.83,520.6759999822825,1
1,1,636.7855999236926,2
0,2,440.1464000660926,1
1,2,394.1058000167832,2
1,1.41,507.83509999420494,1
1,5.66,458.8697999101132,1
1,2,359.77570007927716,1
1,28,441.42810004670173,2
1,1,568.9767000116408,1
1,5.66,451.08500000461936,2
1,1,605.6721000317484,1
1,1,466.7691999897361,0
1,1.41,409.42600002419204,2
1,5.66,432.7469000676647,0
1,5.66,503.42979997769,2
1,1,313.9374999413267,1
1,16,558.8373999893665,5
1,4,541.2277000108734,3
1,2.83,516.6950000533834,3
1,16,441.89139996562153,3
1,2.83,514.7007000017911,3
1,28,577.8956000544131,4
1,1,455.8744000354782,5
1,21.17,478.2559000272304,5
1,21.17,337.16249995306134,5
1,11.31,406.75270004104823,5
1,16,358.2796999802813,5
1,21.17,508.48929996974766,3
1,28,443.66299995128065,4
1,2,445.5838000252843,5
1,21.17,450.3124999431893,3
1,1.41,258.0671000145376,5
1,8,516.062600011006,3
1,16,607.2526999600232,4
0,2,512.2292000418529,4
1,2,391.72980008553714,4
1,11.31,445.6901000197977,5
1,11.31,378.8540999488905,5
1,2,637.8723000492901,3
1,28,311.3636000165716,5
1,21.17,551.9972000587732,4
1,28,557.7669999878854,4
1,5.66,630.9449000367895,3
1,28,423.2666000574827,5
1,4,464.67319997865707,4
1,16,552.0593000659719,3
1,2,395.52179997228086,5
1,11.31,398.8362999483943,5
1,2.83,336.3842000802979,5
1,5.66,441.15109991654754,8
1,1.41,482.74820000771433,6
1,21.17,347.9260999560356,7
1,2,359.15510001033545,8
1,2,441.9960000636056,7
1,8,386.5712000373751,8
0,28,394.61539993900806,6
0,28,453.44369992055,6
1,28,513.6244999561459,8
1,1,572.7375000100583,7
1,8,540.438300053589,6
1,5.66,685.5233999053016,6
1,16,557.3475999375805,8
1,11.31,424.51049998309463,7
1,11.31,379.3844000287354,6
1,28,583.9767000256106,6
1,16,471.77620004769415,7
1,11.31,385.0673999954015,8
1,4,533.1657999744639,7
1,4,539.6796999815851,6
1,1,415.4866000721231,8
1,4,409.03879998624325,8
1,1,466.19959995988756,6
1,21.17,360.60449998732656,7
0,11.31,297.94839996285737,6
0,11.31,440.79369998909533,7
1,11.31,526.0848000729457,6
0,28,507.2082999944687,6
1,28,503.74600005708635,8
1,8,590.6840999927372,8
1,2.83,504.37430006824434,7
1,11.31,444.97550005000085,8
1,5.66,442.6995000652969,8
1,8,621.3530999924988,6
1,4,424.3089999621734,8
1,2,466.1030999235809,8
1,4,636.5781999742612,6
